id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
9121,"to bow (to submission, yield)",verb,c1,intransitive,വഴങ്ങുക / കീഴടങ്ങുക,vaḻaṅṅuka / kīḻaṭaṅṅuka
9122,to breach (a physical barrier),verb,c1,transitive,ഭേദിക്കുക / തകർക്കുക,bhēdikkuka / takarkkuka
9123,to breach (agreement or law),verb,c1,transitive,ലംഘിക്കുക / തെറ്റിക്കുക,laṁghikkuka / teṟṟikkuka
9124,to breed,noun,c1,transitive,വർഗ്ഗം / ഇനം,varggaṁ / inaṁ
9125,to breed (reproduce),verb,c1,transitive,പെരുകുക / പ്രജനനം നടത്തുക / വംശവർദ്ധനവ് നടത്തുക,perukuka / prajananaṁ naṭattuka / vaṁśavarddhanav naṭattuka
9126,"to breed (to cause or foster, e.g., conflict)",verb,c1,transitive,ഉണ്ടാക്കുക / വളർത്തുക / ജനിപ്പിക്കുക,uṇṭākkuka / vaḷarttuka / janippikkuka
9127,to breed (to rear animals or cultivate plants),verb,c1,transitive,വളർത്തുക / പരിപാലിക്കുക,vaḷarttuka / paripālikkuka
9128,"to burst (into tears, laughter)",verb,c1,nan,പൊട്ടിച്ചിരിക്കുക / പൊട്ടിക്കരയുക,poṭṭiccirikkuka / poṭṭikkarayuka
9129,to burst (to express emotion suddenly),verb,c1,intransitive,പൊട്ടിപ്പുറപ്പെടുക / പുറത്തുവിടുക,poṭṭippuṟappeṭuka / puṟattuviṭuka
9130,to burst (to rush in suddenly),verb,c1,intransitive,പാഞ്ഞുകയറുക / ഇരച്ചുകയറുക,pāññukayaṟuka / iraccukayaṟuka
9131,to capsize (intransitive),verb,c1,intransitive,മറിയുക / തലകീഴായി മറിയുക,maṟiyuka / talakīḻāyi maṟiyuka
9132,"to carve (to sculpt, engrave)",verb,c1,transitive,കൊത്തുക / കൊത്തിയെടുക്കുക / ശിൽപം ഉണ്ടാക്കുക,kottuka / kottiyeṭukkuka / śilpaṁ uṇṭākkuka
9133,to carve (to slice cooked meat),verb,c1,transitive,അരിയുക / മുറിക്കുക,ariyuka / muṟikkuka
9134,to catalogue,verb,c1,transitive,പട്ടികപ്പെടുത്തുക / വർഗ്ഗീകരിക്കുക / കാറ്റലോഗ് ചെയ്യുക,paṭṭikappeṭuttuka / varggīkarikkuka / kāṟṟalōg ceyyuka
9135,to cater (provide food services),verb,c1,transitive,കാറ്ററിംഗ് ചെയ്യുക / ഭക്ഷണം നൽകുക,kāṟṟaṟiṁg ceyyuka / bhakṣaṇaṁ nalkuka
9136,"to cater (to satisfy demands, needs)",verb,c1,intransitive,ആവശ്യങ്ങൾ നിറവേറ്റുക / തൃപ്തിപ്പെടുത്തുക / ഒരുക്കുക,āvaśyaṅṅaḷ niṟavēṟṟuka / tr̥ptippeṭuttuka / orukkuka
9137,to cease (to put an end to; transitive),verb,c1,transitive,അവസാനിപ്പിക്കുക / നിർത്തുക / മതിയാക്കുക,avasānippikkuka / nirttuka / matiyākkuka
9138,to cease (to stop happening),verb,c1,intransitive,അവസാനിക്കുക / നിലയ്ക്കുക / നിൽക്കുക,avasānikkuka / nilaykkuka / nilkkuka
9139,to characterize (to be the distinguishing feature of),verb,c1,transitive,സവിശേഷതയായിരിക്കുക / പ്രത്യേകതയായിരിക്കുക,saviśēṣatayāyirikkuka / pratyēkatayāyirikkuka
9140,to characterize (to describe the features of),verb,c1,transitive,സവിശേഷതകൾ വിവരിക്കുക / സ്വഭാവം നിർവചിക്കുക,saviśēṣatakaḷ vivarikkuka / svabhāvaṁ nirvacikkuka
9141,to circulate (information or rumors),verb,c1,intransitive,പ്രചരിക്കുക / പരക്കുക,pracarikkuka / parakkuka
9142,to circulate (money or currency),verb,c1,intransitive,പ്രചാരത്തിലുണ്ടായിരിക്കുക / കൈമാറ്റം ചെയ്യപ്പെടുക,pracārattiluṇṭāyirikkuka / kaimāṟṟaṁ ceyyappeṭuka
9143,"to circulate (physically, like blood or air)",verb,c1,intransitive,ഒഴുകുക / സഞ്ചരിക്കുക,oḻukuka / sañcarikkuka
9144,to cling (to an idea or belief),verb,c1,intransitive,മുറുകെപ്പിടിക്കുക / പറ്റിനിൽക്കുക / ആശ്രയിക്കുക,muṟukeppiṭikkuka / paṟṟinilkkuka / āśrayikkuka
9145,to cling (to hold on tightly),verb,c1,intransitive,മുറുകെപ്പിടിക്കുക / പറ്റിപ്പിടിക്കുക,muṟukeppiṭikkuka / paṟṟippiṭikkuka
9146,to coincide (be in agreement),verb,c1,intransitive,യോജിക്കുക / ഒത്തുപോകുക,yōjikkuka / ottupōkuka
9147,to coincide (happen simultaneously),verb,c1,intransitive,ഒരേ സമയം സംഭവിക്കുക / ഒത്തുചേരുക,orē samayaṁ saṁbhavikkuka / ottucēruka
9148,to collaborate (as a formal partner),verb,c1,intransitive,സഹകരിക്കുക / പങ്കാളിയാകുക,sahakarikkuka / paṅkāḷiyākuka
9149,to combat (a disease or issue),verb,c1,transitive,നേരിടുക / പോരാടുക / ചെറുക്കുക,nēriṭuka / pōrāṭuka / ceṟukkuka
9150,to combat (a problem or issue),verb,c1,transitive,നേരിടുക / ചെറുക്കുക / പോരാടുക / പ്രതിരോധിക്കുക,nēriṭuka / ceṟukkuka / pōrāṭuka / pratirōdhikkuka
9151,to commence,verb,c1,intransitive,ആരംഭിക്കുക / തുടങ്ങുക / പ്രാരംഭിക്കുക,āraṁbhikkuka / tuṭaṅṅuka / prāraṁbhikkuka
9152,to compel (to force action),verb,c1,transitive,നിർബന്ധിക്കുക / പ്രേരിപ്പിക്കുക,nirbandhikkuka / prērippikkuka
9153,to compel (to necessitate or oblige),verb,c1,transitive,നിർബന്ധിതമാക്കുക / ആവശ്യകമാക്കുക / ബാധ്യസ്ഥനാക്കുക,nirbandhitamākkuka / āvaśyakamākkuka / bādhyasthanākkuka
9154,to compensate (for loss or injury),verb,c1,transitive,നഷ്ടപരിഹാരം നൽകുക / നഷ്ടം നികത്തുക / പരിഹാരം ചെയ്യുക,naṣṭaparihāraṁ nalkuka / naṣṭaṁ nikattuka / parihāraṁ ceyyuka
9155,to compensate (to make up for a deficiency),verb,c1,intransitive,നികത്തുക / പരിഹരിക്കുക / കുറവ് നികത്തുക,nikattuka / pariharikkuka / kuṟav nikattuka
9156,to compile (computer code),verb,c1,transitive,കംപൈൽ ചെയ്യുക / ക്രോഡീകരിക്കുക,kaṁpail ceyyuka / krōḍīkarikkuka
9157,"to compile (data, report)",verb,c1,transitive,ക്രോഡീകരിക്കുക / ശേഖരിക്കുക / സമാഹരിക്കുക,krōḍīkarikkuka / śēkharikkuka / samāharikkuka
9158,to complement (complete or form a necessary pair),verb,c1,transitive,പൂർത്തിയാക്കുക / പൂരകമാവുക / യോജിക്കുക,pūrttiyākkuka / pūrakamāvuka / yōjikkuka
9159,to complement (enhance style or flavor),verb,c1,transitive,മെച്ചപ്പെടുത്തുക / ഭംഗി കൂട്ടുക,meccappeṭuttuka / bhaṁgi kūṭṭuka
9160,to comply,verb,c1,transitive,അനുസരിക്കുക / പാലിക്കുക / വഴങ്ങുക,anusarikkuka / pālikkuka / vaḻaṅṅuka
9161,to compromise (jeopardize security or reputation),verb,c1,transitive,അപകടത്തിലാക്കുക / ദുർബലപ്പെടുത്തുക,apakaṭattilākkuka / durbalappeṭuttuka
9162,to compromise (settle differences),verb,c1,intransitive,വിട്ടുവീഴ്ച ചെയ്യുക / ഒത്തുതീർപ്പാക്കുക / ധാരണയിലെത്തുക,viṭṭuvīḻca ceyyuka / ottutīrppākkuka / dhāraṇayilettuka
9163,to compute,verb,c1,transitive,കണക്കാക്കുക / ഗണിക്കുക,kaṇakkākkuka / gaṇikkuka
9164,to conceal (a fact or secret),verb,c1,transitive,മറച്ചുവെക്കുക / രഹസ്യമാക്കുക,maṟaccuvekkuka / rahasyamākkuka
9165,to conceal (an object or presence),verb,c1,transitive,ഒളിപ്പിക്കുക / മറച്ചുവെക്കുക / ഒളിച്ചുവെക്കുക,oḷippikkuka / maṟaccuvekkuka / oḷiccuvekkuka
9166,to concede (to admit validity),verb,c1,transitive,സമ്മതിക്കുക / അംഗീകരിക്കുക,sammatikkuka / aṁgīkarikkuka
9167,"to concede (to yield, e.g., a point or territory)",verb,c1,transitive,വിട്ടുകൊടുക്കുക / വഴങ്ങിക്കൊടുക്കുക / കീഴടങ്ങുക,viṭṭukoṭukkuka / vaḻaṅṅikkoṭukkuka / kīḻaṭaṅṅuka
9168,to conceive (an idea or plan),verb,c1,transitive,രൂപീകരിക്കുക / വിഭാവനം ചെയ്യുക / ആസൂത്രണം ചെയ്യുക,rūpīkarikkuka / vibhāvanaṁ ceyyuka / āsūtraṇaṁ ceyyuka
9169,to conceive (become pregnant),verb,c1,intransitive,ഗർഭം ധരിക്കുക / ഗർഭിണിയാവുക,garbhaṁ dharikkuka / garbhiṇiyāvuka
9170,to condemn (denounce),verb,c1,transitive,അപലപിക്കുക / കുറ്റപ്പെടുത്തുക / വിമർശിക്കുക,apalapikkuka / kuṟṟappeṭuttuka / vimarśikkuka
9171,to condemn (to sentence),verb,c1,transitive,ശിക്ഷിക്കുക / വിധിക്കുക,śikṣikkuka / vidhikkuka
9172,"to confer (to bestow, grant)",verb,c1,transitive,നൽകുക / സമ്മാനിക്കുക / പ്രധാനം ചെയ്യുക,nalkuka / sammānikkuka / pradhānaṁ ceyyuka
9173,to confer (to consult),verb,c1,intransitive,കൂടിയാലോചിക്കുക / ചർച്ച ചെയ്യുക / ആലോചിക്കുക,kūṭiyālōcikkuka / carcca ceyyuka / ālōcikkuka
9174,"to confine (limit scope, subject)",verb,c1,transitive,പരിമിതപ്പെടുത്തുക / ഒതുക്കുക / ചുരുക്കുക,parimitappeṭuttuka / otukkuka / curukkuka
9175,"to confine (physically restrict, imprison)",verb,c1,transitive,തടവിലാക്കുക / ഒതുക്കുക / ബന്ധനത്തിലാക്കുക,taṭavilākkuka / otukkuka / bandhanattilākkuka
9176,to confront (a difficult reality or problem),verb,c1,transitive,നേരിടുക / അഭിമുഖീകരിക്കുക,nēriṭuka / abhimukhīkarikkuka
9177,to confront (a person or accusation),verb,c1,transitive,ചോദ്യം ചെയ്യുക / നേരിടുക,cōdyaṁ ceyyuka / nēriṭuka
9178,to congratulate,verb,c1,transitive,അഭിനന്ദിക്കുക,abhinandikkuka
9179,"to conquer (overcome difficulty, fear)",verb,c1,transitive,അതിജീവിക്കുക / കീഴടക്കുക,atijīvikkuka / kīḻaṭakkuka
9180,"to conquer (territory, military)",verb,c1,transitive,കീഴടക്കുക / പിടിച്ചടക്കുക / ജയിക്കുക,kīḻaṭakkuka / piṭiccaṭakkuka / jayikkuka
9181,to consent (to grant formal permission),verb,c1,transitive,സമ്മതിക്കുക / അനുമതി നൽകുക,sammatikkuka / anumati nalkuka
9182,to conserve (by careful use),verb,c1,transitive,സംരക്ഷിക്കുക / ശ്രദ്ധയോടെ ഉപയോഗിക്കുക,saṁrakṣikkuka / śraddhayōṭe upayōgikkuka
9183,"to conserve (formally, e.g., artifacts, forests)",verb,c1,transitive,സംരക്ഷിക്കുക / പരിപാലിക്കുക,saṁrakṣikkuka / paripālikkuka
9184,"to conserve (resources, e.g., water, energy)",verb,c1,transitive,സംരക്ഷിക്കുക / ലാഭിക്കുക,saṁrakṣikkuka / lābhikkuka
9185,"to consolidate (to merge, combine)",verb,c1,transitive,ഏകീകരിക്കുക / സംയോജിപ്പിക്കുക,ēkīkarikkuka / saṁyōjippikkuka
9186,to consolidate (to strengthen a position),verb,c1,transitive,ശക്തിപ്പെടുത്തുക / ഉറപ്പിക്കുക,śaktippeṭuttuka / uṟappikkuka
9187,to constitute (to amount to; to be considered as),verb,c1,intransitive,ആയിരിക്കുക / എണ്ണപ്പെടുക,āyirikkuka / eṇṇappeṭuka
9188,to constitute (to establish officially),verb,c1,transitive,രൂപീകരിക്കുക / സ്ഥാപിക്കുക,rūpīkarikkuka / sthāpikkuka
9189,"to contemplate (deeply, meditate)",verb,c1,intransitive,ധ്യാനിക്കുക / ആലോചിക്കുക / ചിന്തിക്കുക,dhyānikkuka / ālōcikkuka / cintikkuka
9190,to contemplate (to consider an action),verb,c1,transitive,പരിഗണിക്കുക / ഉദ്ദേശിക്കുക / ആലോചിക്കുക,parigaṇikkuka / uddēśikkuka / ālōcikkuka
9191,to contend (assert),verb,c1,transitive,വാദിക്കുക / അവകാശപ്പെടുക,vādikkuka / avakāśappeṭuka
9192,to contend (compete),verb,c1,intransitive,മത്സരിക്കുക / പോരാടുക,matsarikkuka / pōrāṭuka
9193,to convict (in court),verb,c1,transitive,കുറ്റക്കാരനാണെന്ന് കണ്ടെത്തുക / ശിക്ഷിക്കുക,kuṟṟakkāranāṇenn kaṇṭettuka / śikṣikkuka
9194,to convict (of error or sin),verb,c1,transitive,കുറ്റബോധം വരുത്തുക / തെറ്റ് ബോധ്യപ്പെടുത്തുക,kuṟṟabōdhaṁ varuttuka / teṟṟ bōdhyappeṭuttuka
9195,"to cooperate (with authorities, formally)",verb,c1,intransitive,സഹകരിക്കുക,sahakarikkuka
9196,to coordinate (efforts or tasks),verb,c1,transitive,ഏകോപിപ്പിക്കുക / ക്രമീകരിക്കുക,ēkōpippikkuka / kramīkarikkuka
9197,to coordinate (to ensure alignment or harmony),verb,c1,transitive,ഏകോപിപ്പിക്കുക / യോജിപ്പിക്കുക,ēkōpippikkuka / yōjippikkuka
9198,to correlate,verb,c1,nan,ബന്ധിപ്പിക്കുക / പരസ്പരം ബന്ധപ്പെട്ടിരിക്കുക,bandhippikkuka / parasparaṁ bandhappeṭṭirikkuka
9199,to correspond (to be in agreement),verb,c1,intransitive,യോജിക്കുക / ഒത്തുപോകുക,yōjikkuka / ottupōkuka
9200,to correspond (to exchange letters),verb,c1,intransitive,കത്തെഴുതുക / കത്തിടപാടുകൾ നടത്തുക,katteḻutuka / kattiṭapāṭukaḷ naṭattuka
9201,to counter (an argument or proposal),verb,c1,transitive,എതിർക്കുക / ഖണ്ഡിക്കുക,etirkkuka / khaṇḍikkuka
9202,to counter (to retaliate or strike back),verb,c1,transitive,തിരിച്ചടിക്കുക / പ്രതികരിക്കുക,tiriccaṭikkuka / pratikarikkuka
9203,to craft (an argument or policy),verb,c1,transitive,രൂപപ്പെടുത്തുക / മെനഞ്ഞെടുക്കുക,rūpappeṭuttuka / menaññeṭukkuka
9204,to craft (physical object),verb,c1,transitive,നിർമ്മിക്കുക / ഉണ്ടാക്കുക / മെനഞ്ഞെടുക്കുക,nirmmikkuka / uṇṭākkuka / menaññeṭukkuka
9205,"to crawl (creep slowly, like insects or traffic)",verb,c1,intransitive,ഇഴയുക,iḻayuka
9206,"to crawl (of feeling, to feel repulsion or dread)",verb,c1,intransitive,അറപ്പ് തോന്നുക / ഭയം തോന്നുക,aṟapp tōnnuka / bhayaṁ tōnnuka
9207,to crawl (traffic),verb,c1,intransitive,ഇഴഞ്ഞു നീങ്ങുക / സാവധാനം നീങ്ങുക,iḻaññu nīṅṅuka / sāvadhānaṁ nīṅṅuka
9208,to creep (increase gradually),verb,c1,intransitive,പതിയെ കൂടുക / പതുക്കെ വർദ്ധിക്കുക,patiye kūṭuka / patukke varddhikkuka
9209,to creep (of plants or vines),verb,c1,intransitive,പടരുക,paṭaruka
9210,to crush (defeat or demoralize),verb,c1,transitive,തകർക്കുക / തോൽപ്പിക്കുക / നിരാശപ്പെടുത്തുക,takarkkuka / tōlppikkuka / nirāśappeṭuttuka
9211,to crush (physically destroy or pulverize),verb,c1,transitive,ചതയ്ക്കുക / തകർക്കുക / ഞെരിക്കുക,cataykkuka / takarkkuka / ñerikkuka
9212,to cultivate (land),verb,c1,transitive,കൃഷി ചെയ്യുക / നിലം ഒരുക്കുക,kr̥ṣi ceyyuka / nilaṁ orukkuka
9213,"to cultivate (land, crops)",verb,c1,transitive,കൃഷി ചെയ്യുക / വിളയിക്കുക,kr̥ṣi ceyyuka / viḷayikkuka
9214,"to cultivate (skills, habits)",verb,c1,transitive,വളർത്തുക / പരിപോഷിപ്പിക്കുക,vaḷarttuka / paripōṣippikkuka
9215,"to cultivate (skills, habits, relationships)",verb,c1,transitive,വളർത്തുക / പരിപോഷിപ്പിക്കുക / ഊട്ടിയുറപ്പിക്കുക,vaḷarttuka / paripōṣippikkuka / ūṭṭiyuṟappikkuka
9216,to deem,verb,c1,transitive,കരുതുക / കണക്കാക്കുക / പരിഗണിക്കുക,karutuka / kaṇakkākkuka / parigaṇikkuka
9217,to defect,verb,c1,intransitive,കൂറുമാറുക / പക്ഷം മാറുക,kūṟumāṟuka / pakṣaṁ māṟuka
9218,to defy (to challenge limits or possibility),verb,c1,transitive,ധിക്കരിക്കുക / വെല്ലുവിളിക്കുക,dhikkarikkuka / velluviḷikkuka
9219,to delegate (responsibility),verb,c1,transitive,ചുമതലപ്പെടുത്തുക / ഭരമേൽപ്പിക്കുക,cumatalappeṭuttuka / bharamēlppikkuka
9220,to denounce (officially condemn),verb,c1,transitive,അപലപിക്കുക / കുറ്റപ്പെടുത്തുക,apalapikkuka / kuṟṟappeṭuttuka
9221,"to depict (describe, portray)",verb,c1,transitive,വർണ്ണിക്കുക / ചിത്രീകരിക്കുക,varṇṇikkuka / citrīkarikkuka
9222,"to depict (visually, in art)",verb,c1,transitive,ചിത്രീകരിക്കുക / വരയ്ക്കുക / രൂപം നൽകുക,citrīkarikkuka / varaykkuka / rūpaṁ nalkuka
9223,"to deploy (skills, arguments)",verb,c1,transitive,ഉപയോഗിക്കുക / പ്രയോഗിക്കുക / വിനിയോഗിക്കുക,upayōgikkuka / prayōgikkuka / viniyōgikkuka
9224,"to deploy (software, systems)",verb,c1,transitive,വിന്യസിക്കുക / സ്ഥാപിക്കുക,vinyasikkuka / sthāpikkuka
9225,"to deploy (troops, forces)",verb,c1,transitive,വിന്യസിക്കുക,vinyasikkuka
9226,to deposit (money in bank),verb,c1,transitive,നിക്ഷേപിക്കുക,nikṣēpikkuka
9227,"to deposit (sediment, layer)",verb,c1,transitive,അടിയിടുക / നിക്ഷേപിക്കുക,aṭiyiṭuka / nikṣēpikkuka
9228,to deprive (of fundamental rights or property),verb,c1,transitive,നിഷേധിക്കുക / എടുത്തുകളയുക,niṣēdhikkuka / eṭuttukaḷayuka
9229,"to deprive (to deny essential resources, opportunities)",verb,c1,transitive,നിഷേധിക്കുക / തടയുക,niṣēdhikkuka / taṭayuka
9230,"to descend (lineage, inheritance)",verb,c1,intransitive,പിന്തുടരുക / വംശപരമ്പരയായി വരിക,pintuṭaruka / vaṁśaparamparayāyi varika
9231,to descend (to attack suddenly),verb,c1,intransitive,ആക്രമിക്കുക / പാഞ്ഞടുക്കുക,ākramikkuka / pāññaṭukkuka
9232,to designate (to appoint to a role),verb,c1,transitive,നിയമിക്കുക / ചുമതലപ്പെടുത്തുക,niyamikkuka / cumatalappeṭuttuka
9233,to designate (to specify or mark for use),verb,c1,transitive,നിർണ്ണയിക്കുക / അടയാളപ്പെടുത്തുക,nirṇṇayikkuka / aṭayāḷappeṭuttuka
9234,"to detain (in custody, legally)",verb,c1,transitive,തടങ്കലിൽ വെക്കുക / അറസ്റ്റ് ചെയ്യുക,taṭaṅkalil vekkuka / aṟasṟṟ ceyyuka
9235,"to detain (to hold someone back, delay)",verb,c1,transitive,തടഞ്ഞുവെക്കുക / വൈകിപ്പിക്കുക,taṭaññuvekkuka / vaikippikkuka
9236,to deteriorate,verb,c1,intransitive,മോശമാവുക / ക്ഷയിക്കുക,mōśamāvuka / kṣayikkuka
9237,"to devastate (emotionally, to shock deeply)",verb,c1,transitive,തകർക്കുക / ഞെട്ടിക്കുക,takarkkuka / ñeṭṭikkuka
9238,"to devastate (physical destruction, ruin)",verb,c1,transitive,നശിപ്പിക്കുക / തകർക്കുക / തരിപ്പണമാക്കുക,naśippikkuka / takarkkuka / tarippaṇamākkuka
9239,to devise,verb,c1,transitive,ആസൂത്രണം ചെയ്യുക / കണ്ടുപിടിക്കുക,āsūtraṇaṁ ceyyuka / kaṇṭupiṭikkuka
9240,to diagnose,verb,c1,transitive,രോഗനിർണ്ണയം നടത്തുക / കണ്ടുപിടിക്കുക,rōganirṇṇayaṁ naṭattuka / kaṇṭupiṭikkuka
9241,to dictate (for transcription),verb,c1,transitive,പറഞ്ഞുകൊടുക്കുക / എഴുതിക്കാൻ പറയുക,paṟaññukoṭukkuka / eḻutikkān paṟayuka
9242,"to dictate (terms, policy)",verb,c1,transitive,നിർദ്ദേശിക്കുക / കൽപ്പിക്കുക / അടിച്ചേൽപ്പിക്കുക,nirddēśikkuka / kalppikkuka / aṭiccēlppikkuka
9243,"to differentiate (in calculus, maths)",verb,c1,transitive,അവകലനം ചെയ്യുക,avakalanaṁ ceyyuka
9244,to differentiate (to make distinct or specialized),verb,c1,transitive,വേർതിരിക്കുക / വ്യത്യാസപ്പെടുത്തുക,vērtirikkuka / vyatyāsappeṭuttuka
9245,to diminish (to become less),verb,c1,intransitive,കുറയുക / ക്ഷയിക്കുക,kuṟayuka / kṣayikkuka
9246,to diminish (to make less),verb,c1,transitive,കുറയ്ക്കുക / ലഘൂകരിക്കുക,kuṟaykkuka / laghūkarikkuka
9247,to dip (to decrease suddenly),verb,c1,intransitive,താഴുക / ഇടിയുക / കൂപ്പുകുത്തുക,tāḻuka / iṭiyuka / kūppukuttuka
9248,to dip (to lower physically),verb,c1,transitive,താഴ്ത്തുക / മുക്കുക,tāḻttuka / mukkuka
9249,"to discard (reject an idea, plan)",verb,c1,transitive,ഉപേക്ഷിക്കുക / തള്ളിക്കളയുക,upēkṣikkuka / taḷḷikkaḷayuka
9250,to discharge (a battery),verb,c1,intransitive,ചാർജ്ജ് തീരുക / ഊർജ്ജം നഷ്ടപ്പെടുക,cārjj tīruka / ūrjjaṁ naṣṭappeṭuka
9251,to discharge (fire a weapon),verb,c1,transitive,വെടിയുതിർക്കുക / നിറയൊഴിക്കുക / വെടിവെക്കുക,veṭiyutirkkuka / niṟayoḻikkuka / veṭivekkuka
9252,"to discharge (release from service, hospital)",verb,c1,transitive,വിട്ടയക്കുക / ഡിസ്ചാർജ്ജ് ചെയ്യുക / ഒഴിവാക്കുക,viṭṭayakkuka / ḍiscārjj ceyyuka / oḻivākkuka
9253,"to discharge (release liquid, substance)",verb,c1,transitive,പുറന്തള്ളുക / പുറത്തുവിടുക / ഒഴുകിപ്പോകുക,puṟantaḷḷuka / puṟattuviṭuka / oḻukippōkuka
9254,to disclose (mandatory information),verb,c1,transitive,വെളിപ്പെടുത്തുക / അറിയിക്കുക / പുറത്തുവിടുക,veḷippeṭuttuka / aṟiyikkuka / puṟattuviṭuka
9255,"to displace (population, refugees)",verb,c1,transitive,കുടിയിറക്കുക / മാറ്റിപ്പാർപ്പിക്കുക / സ്ഥാനഭ്രഷ്ടരാക്കുക,kuṭiyiṟakkuka / māṟṟippārppikkuka / sthānabhraṣṭarākkuka
9256,"to displace (to replace, supersede)",verb,c1,transitive,മാറ്റിസ്ഥാപിക്കുക / സ്ഥാനഭ്രഷ്ടനാക്കുക / പകരം വെക്കുക,māṟṟisthāpikkuka / sthānabhraṣṭanākkuka / pakaraṁ vekkuka
9257,to dispose (settle legal matters),verb,c1,transitive,തീർപ്പാക്കുക / പരിഹരിക്കുക,tīrppākkuka / pariharikkuka
9258,to dispute (a fact or validity),verb,c1,nan,ചോദ്യം ചെയ്യുക / തർക്കിക്കുക / എതിർക്കുക,cōdyaṁ ceyyuka / tarkkikkuka / etirkkuka
9259,to dispute (to quarrel),verb,c1,nan,തർക്കിക്കുക / വാദപ്രതിവാദം നടത്തുക / കലഹിക്കുക,tarkkikkuka / vādaprativādaṁ naṭattuka / kalahikkuka
9260,"to disrupt (a process, meeting)",verb,c1,transitive,തടസ്സപ്പെടുത്തുക / മുടക്കുക / താറുമാറാക്കുക,taṭassappeṭuttuka / muṭakkuka / tāṟumāṟākkuka
9261,"to disrupt (an industry, system)",verb,c1,transitive,താറുമാറാക്കുക / തകിടം മറിക്കുക / മാറ്റം വരുത്തുക,tāṟumāṟākkuka / takiṭaṁ maṟikkuka / māṟṟaṁ varuttuka
9262,to dissolve (an assembly or formal body),verb,c1,transitive,പിരിച്ചുവിടുക / റദ്ദാക്കുക,piriccuviṭuka / ṟaddākkuka
9263,"to distort (facts, meaning)",verb,c1,transitive,വളച്ചൊടിക്കുക / വികലമാക്കുക / തെറ്റിദ്ധരിപ്പിക്കുക,vaḷaccoṭikkuka / vikalamākkuka / teṟṟiddharippikkuka
9264,"to distort (shape, image)",verb,c1,transitive,വികൃതമാക്കുക / രൂപഭേദം വരുത്തുക / വളയ്ക്കുക,vikr̥tamākkuka / rūpabhēdaṁ varuttuka / vaḷaykkuka
9265,to distress (cause emotional pain),verb,c1,transitive,ദുരിതത്തിലാക്കുക / വിഷമിപ്പിക്കുക / വേദനിപ്പിക്കുക,duritattilākkuka / viṣamippikkuka / vēdanippikkuka
9266,"to distress (make look old, age)",verb,c1,transitive,പഴകിയതാക്കുക / തേയ്മാനം വരുത്തുക,paḻakiyatākkuka / tēymānaṁ varuttuka
9267,to divert (funds or resources),verb,c1,transitive,വകമാറ്റുക / വഴിതിരിച്ചുവിടുക,vakamāṟṟuka / vaḻitiriccuviṭuka
9268,to divert (to entertain or amuse),verb,c1,transitive,രസിപ്പിക്കുക / വിനോദിപ്പിക്കുക,rasippikkuka / vinōdippikkuka
9269,"to drain (exhaust resources, energy)",verb,c1,transitive,ഊറ്റിയെടുക്കുക / ചോർത്തിക്കളയുക / തീർക്കുക,ūṟṟiyeṭukkuka / cōrttikkaḷayuka / tīrkkuka
9270,"to drain (flow away, liquid)",verb,c1,intransitive,ഒഴുകിപ്പോകുക / വാർന്നുപോകുക / വറ്റുക,oḻukippōkuka / vārnnupōkuka / vaṟṟuka
9271,to drift (away from a path or relationship),verb,c1,intransitive,അകന്നുപോകുക / വഴിതെറ്റിപ്പോകുക,akannupōkuka / vaḻiteṟṟippōkuka
9272,to drift (on water or air),verb,c1,intransitive,ഒഴുകി നീങ്ങുക / ഒഴുകി നടക്കുക,oḻuki nīṅṅuka / oḻuki naṭakkuka
9273,to drown (kill by submergence),verb,c1,transitive,മുക്കിക്കൊല്ലുക,mukkikkolluka
9274,to drown out (suppress sound),verb,c1,transitive,ശബ്ദം ഇല്ലാതാക്കുക / ശബ്ദത്തെ മറികടക്കുക,śabdaṁ illātākkuka / śabdatte maṟikaṭakkuka
9275,to dub (to confer a title),verb,c1,transitive,പദവി നൽകുക / സ്ഥാനപ്പേര് നൽകുക,padavi nalkuka / sthānappēr nalkuka
9276,to ease (to alleviate),verb,c1,transitive,കുറയ്ക്കുക / ലഘൂകരിക്കുക / ശമിപ്പിക്കുക,kuṟaykkuka / laghūkarikkuka / śamippikkuka
9277,to ease (to subside),verb,c1,intransitive,കുറയുക / ശമിക്കുക,kuṟayuka / śamikkuka
9278,to echo (idea or sentiment),verb,c1,intransitive,പ്രതിധ്വനിക്കുക / പ്രതിഫലിക്കുക,pratidhvanikkuka / pratiphalikkuka
9279,to echo (sound),verb,c1,intransitive,പ്രതിധ്വനിക്കുക / മാറ്റൊലി കൊള്ളുക,pratidhvanikkuka / māṟṟoli koḷḷuka
9280,to elevate (improve quality or moral standing),verb,c1,transitive,ഉയർത്തുക / മെച്ചപ്പെടുത്തുക / ഉന്നമിപ്പിക്കുക,uyarttuka / meccappeṭuttuka / unnamippikkuka
9281,to elevate (physically lift),verb,c1,transitive,ഉയർത്തുക / പൊക്കുക,uyarttuka / pokkuka
9282,to elevate (raise status or rank),verb,c1,transitive,ഉയർത്തുക / സ്ഥാനക്കയറ്റം നൽകുക / ഉന്നമിപ്പിക്കുക,uyarttuka / sthānakkayaṟṟaṁ nalkuka / unnamippikkuka
