english_word,word_class,kannada_translation,transliteration,verb_transitivity,level
to pop (to rupture something),verb,ಸಿಡಿಸು / ಒಡೆಸು / ಒಡೆಯು,siḍisu / oḍesu / oḍeyu,transitive,a2
"to pop (to rupture something, transitive)",verb,ಸಿಡಿಸು / ಒಡೆ,siḍisu / oḍe,transitive,a2
to portray (to act a role),verb,ನಟಿಸು / ಅಭಿನಯಿಸು,naṭisu / abhinayisu,transitive,a2
to portray (to represent descriptively),verb,ಚಿತ್ರಿಸು / ವರ್ಣಿಸು / ನಿರೂಪಿಸು,citrisu / varṇisu / nirūpisu,transitive,a2
to postpone,verb,ಮುಂದೂಡು / ಸ್ಥಗಿತಗೊಳಿಸು,muṁdūḍu / sthagitagoḷisu,transitive,a2
to preach (religious sermon),verb,ಪ್ರವಚನ ಮಾಡು / ಪ್ರವಚನ ನೀಡು / ಧರ್ಮೋಪದೇಶ ಮಾಡು,pravacana māḍu / pravacana nīḍu / dharmōpadēśa māḍu,intransitive,a2
"to preach (to moralize, lecture)",verb,ಉಪದೇಶ ಮಾಡು / ನೀತಿ ಹೇಳು / ಬುದ್ಧಿ ಹೇಳು,upadēśa māḍu / nīti hēḷu / buddhi hēḷu,transitive,a2
to prescribe (medication),verb,ಬರೆದುಕೊಡು / ಔಷಧ ಬರೆದುಕೊಡು / ಸೂಚಿಸು,baredukoḍu / auṣadha baredukoḍu / sūcisu,transitive,a2
"to prescribe (stipulate, mandate)",verb,ನಿಗದಿಪಡಿಸು / ನಿರ್ಧರಿಸು / ಆಜ್ಞಾಪಿಸು,nigadipaḍisu / nirdharisu / ājñāpisu,transitive,a2
to preside,verb,ಅಧ್ಯಕ್ಷತೆ ವಹಿಸು / ಮುನ್ನಡೆಸು / ನೇತೃತ್ವ ವಹಿಸು,adhyakṣate vahisu / munnaḍesu / nētr̥tva vahisu,transitive,a2
to presume (to dare or overstep),verb,ಅತಿರೇಕ ಮಾಡು,atirēka māḍu,intransitive,a2
to prevail (to be widespread),verb,ಪ್ರಚಲಿತವಾಗು / ಚಾಲ್ತಿಯಲ್ಲಿರು / ವ್ಯಾಪಕವಾಗು,pracalitavāgu / cāltiyalliru / vyāpakavāgu,intransitive,a2
to prevail (to win or succeed),verb,ಜಯಿಸು / ಮೇಲುಗೈ ಸಾಧಿಸು,jayisu / mēlugai sādhisu,intransitive,a2
to probe (investigate thoroughly),verb,ತನಿಖೆ ಮಾಡು / ಶೋಧಿಸು / ಪರಿಶೀಲಿಸು,tanikhe māḍu / śōdhisu / pariśīlisu,transitive,a2
to probe (physically),verb,ಪರೀಕ್ಷಿಸು / ಶೋಧಿಸು / ತಡಕಾಡು,parīkṣisu / śōdhisu / taḍakāḍu,transitive,a2
to proclaim (assert or announce widely),verb,ಘೋಷಿಸು / ಪ್ರಕಟಿಸು / ಸಾರಿಸು,ghōṣisu / prakaṭisu / sārisu,transitive,a2
to proclaim (issue a formal decree),verb,ಘೋಷಿಸು / ಪ್ರಕಟಿಸು / ಸಾರಿಸು,ghōṣisu / prakaṭisu / sārisu,transitive,a2
"to prosecute (a task, endeavor)",verb,ಮುಂದುವರಿಸು / ಕೈಗೊಳ್ಳು / ನಿರ್ವಹಿಸು,muṁduvarisu / kaigoḷḷu / nirvahisu,transitive,a2
"to provoke (to incite, stimulate)",verb,ಪ್ರಚೋದಿಸು / ಕೆರಳಿಸು / ಉತ್ತೇಜಿಸು,pracōdisu / keraḷisu / uttējisu,transitive,a2
to pump (for information),verb,ಮಾಹಿತಿ ಕೀಳು / ಮಾಹಿತಿ ಹೊರತೆಗೆ,māhiti kīḷu / māhiti horatege,transitive,a2
to pump (liquid or air),verb,ಪಂಪ್ ಮಾಡು / ಏರಿಸು,paṁp māḍu / ērisu,transitive,a2
to punch (enter data or clock in),verb,ನಮೂದಿಸು / ಪಂಚ್ ಮಾಡು,namūdisu / paṁc māḍu,transitive,a2
to punch (perforate or make a hole),verb,ರಂಧ್ರ ಮಾಡು / ಪಂಚ್ ಮಾಡು / ತೂತು ಮಾಡು,raṁdhra māḍu / paṁc māḍu / tūtu māḍu,transitive,a2
to punch (strike with fist),verb,ಗುದ್ದು / ಗುದ್ದು ಹಾಕು,guddu / guddu hāku,transitive,a2
to put up with,verb,ಸಹಿಸಿಕೊಂಡಿರು / ತಾಳಿಕೋ,sahisikoṁḍiru / tāḷikō,transitive,a2
to raid (attack or pillage),verb,ದಾಳಿ ಮಾಡು / ಆಕ್ರಮಿಸು / ಹಲ್ಲೆ ಮಾಡು,dāḷi māḍu / ākramisu / halle māḍu,transitive,a2
to raid (police or IT investigation),verb,ದಾಳಿ ಮಾಡು / ಶೋಧಿಸು,dāḷi māḍu / śōdhisu,transitive,a2
"to rally (people, support)",verb,ಒಗ್ಗೂಡಿಸು / ಸಂಘಟಿಸು / ಕೂಡಿಸು,oggūḍisu / saṁghaṭisu / kūḍisu,transitive,a2
"to rally (recover strength, health)",verb,ಚೇತರಿಸಿಕೋ / ಸುಧಾರಿಸಿಕೋ / ಗುಣಮುಖನಾಗು,cētarisikō / sudhārisikō / guṇamukhanāgu,intransitive,a2
"to rape (Formal, Legal)",verb,ಅತ್ಯಾಚಾರ ಮಾಡು,atyācāra māḍu,transitive,a2
to reassure (by instilling courage),verb,ಧೈರ್ಯ ತುಂಬು / ಸಮಾಧಾನಪಡಿಸು / ಭರವಸೆ ನೀಡು,dhairya tuṁbu / samādhānapaḍisu / bharavase nīḍu,transitive,a2
to recount (to count again),verb,ಮರು ಎಣಿಸು,maru eṇisu,transitive,a2
to recount (to narrate),verb,ವಿವರಿಸು / ಹೇಳು / ನಿರೂಪಿಸು,vivarisu / hēḷu / nirūpisu,transitive,a2
"to reform (a system, policy)",verb,ಸುಧಾರಿಸು / ಬದಲಾಯಿಸು / ಪರಿವರ್ತಿಸು,sudhārisu / badalāyisu / parivartisu,transitive,a2
"to reform (oneself, one's ways)",verb,ಪರಿವರ್ತನೆ ಆಗು / ಸುಧಾರಿಸಿಕೋ / ಬದಲಾಗು,parivartane āgu / sudhārisikō / badalāgu,intransitive,a2
to regain (health or consciousness),verb,ಚೇತರಿಸಿಕೋ,cētarisikō,transitive,a2
to regain (possession or control),verb,ಮರಳಿ ಪಡೆ / ಮತ್ತೆ ಪಡೆ,maraḷi paḍe / matte paḍe,transitive,a2
to reign (as a ruler),verb,ಆಳು / ರಾಜ್ಯಭಾರ ಮಾಡು,āḷu / rājyabhāra māḍu,intransitive,a2
to reign (be dominant),verb,ಮೆರೆ / ಪ್ರಬಲಿಸು,mere / prabalisu,intransitive,a2
"to reign (prevail, be dominant)",verb,ವ್ಯಾಪಿಸು / ಪ್ರಬಲವಾಗಿರು,vyāpisu / prabalavāgiru,intransitive,a2
"to render (computing, graphics display)",verb,ಪ್ರದರ್ಶಿಸು / ತೋರಿಸು,pradarśisu / tōrisu,transitive,a2
to render (to make or cause to be),verb,ಮಾಡು / ಆಗಿಸು,māḍu / āgisu,transitive,a2
to render (to provide service or assistance),verb,ಸಲ್ಲಿಸು / ಒದಗಿಸು / ನೀಡು,sallisu / odagisu / nīḍu,transitive,a2
"to renew (refresh, restore vigor)",verb,ಚೈತನ್ಯಗೊಳಿಸು / ಪುನಶ್ಚೇತನಗೊಳಿಸು,caitanyagoḷisu / punaścētanagoḷisu,transitive,a2
"to replace, supersede",verb,ಬದಲಾಯಿಸು / ಬದಲಿ ಇಡು / ಸ್ಥಾನವನ್ನು ತುಂಬು,badalāyisu / badali iḍu / sthānavannu tuṁbu,transitive,a2
to reproduce (biologically),verb,ಸಂತಾನೋತ್ಪತ್ತಿ ಮಾಡು / ವೃದ್ಧಿಸು,saṁtānōtpatti māḍu / vr̥ddhisu,intransitive,a2
"to reproduce (to copy, duplicate)",verb,ಪುನರುತ್ಪಾದಿಸು / ನಕಲು ಮಾಡು / ಪ್ರತಿ ಮಾಡು,punarutpādisu / nakalu māḍu / prati māḍu,transitive,a2
to resemble,verb,ಹೋಲು / ಸದೃಶವಾಗಿರು,hōlu / sadr̥śavāgiru,transitive,a2
to reside (be located or vested in),verb,ನೆಲೆಯಾಗಿರು / ಸ್ಥಾಪಿತವಾಗಿರು / ಅಡಗಿರು,neleyāgiru / sthāpitavāgiru / aḍagiru,intransitive,a2
to reside (live in a place),verb,ವಾಸಿಸು / ನೆಲೆಸು / ವಾಸ ಮಾಡು,vāsisu / nelesu / vāsa māḍu,intransitive,a2
to resume,verb,ಪುನರಾರಂಭಿಸು / ಮರಳಿ ಪ್ರಾರಂಭಿಸು / ಮುಂದುವರಿಸು,punarāraṁbhisu / maraḷi prāraṁbhisu / muṁduvarisu,transitive,a2
to retreat (military or tactical),verb,ಹಿಮ್ಮೆಟ್ಟು / ಹಿಂದೆ ಸರಿ / ಹಿಂದೆಗೆ,himmeṭṭu / hiṁde sari / hiṁdege,intransitive,a2
to retreat (to a private place),verb,ಏಕಾಂತಕ್ಕೆ ಹೋಗು / ಏಕಾಂತಿಸು / ಒಂಟಿಯಾಗಿರು,ēkāṁtakke hōgu / ēkāṁtisu / oṁṭiyāgiru,intransitive,a2
to retrieve (recall memory),verb,ನೆನಪಿಸಿಕೋ / ಸ್ಮರಿಸು / ಮರಳಿ ನೆನಪಿಸಿಕೋ,nenapisikō / smarisu / maraḷi nenapisikō,transitive,a2
to reverse (a decision or policy),verb,ರದ್ದುಮಾಡು / ತಿರಸ್ಕರಿಸು / ಹಿಂತೆಗೆದುಕೋ,raddumāḍu / tiraskarisu / hiṁtegedukō,transitive,a2
to reverse (a decision),verb,ರದ್ದುಮಾಡು / ಹಿಂದಕ್ಕೆ ತಿರುಗಿಸು / ತಿರುಗಿ ಹಾಕು / ರೆವರ್ಸು ಮಾಡು,raddumāḍu / hiṁdakke tirugisu / tirugi hāku / revarsu māḍu,transitive,a2
to reverse (a ruling or decision),verb,ರದ್ದುಗೊಳಿಸು / ತಿರಸ್ಕರಿಸು / ಹಿಂತೆಗೆದುಕೊ,raddugoḷisu / tiraskarisu / hiṁtegeduko,transitive,a2
to reverse (a vehicle),verb,ರಿವರ್ಸ್ ಮಾಡು / ಹಿಂದಕ್ಕೆ ಚಲಿಸು,rivars māḍu / hiṁdakke calisu,transitive,a2
to reverse (direction or physical process),verb,ಹಿಂದಕ್ಕೆ ತಿರುಗಿಸು / ರೆವರ್ಸು ಮಾಡು / ತಿರುಗಿ ಹಾಕು / ವಿಲೋಮಗೊಳಿಸು,hiṁdakke tirugisu / revarsu māḍu / tirugi hāku / vilōmagoḷisu,transitive,a2
"to revive (a person, medically)",verb,ಪುನಃಶ್ಚೇತನಗೊಳಿಸು / ಚೇತರಿಸು,punaḥścētanagoḷisu / cētarisu,transitive,a2
to revive (intransitive),verb,ಚೇತರಿಸಿಕೋ / ಪುನಶ್ಚೇತನಗೊಳ್ಳು,cētarisikō / punaścētanagoḷḷu,intransitive,a2
to rip (copy digital media),verb,ನಕಲು ಮಾಡು / ಪ್ರತಿ ಮಾಡು,nakalu māḍu / prati māḍu,transitive,a2
"to rip (media, data copying)",verb,ಮಾಹಿತಿ ಹೊರತೆಗೆ / ನಕಲು ಮಾಡು,māhiti horatege / nakalu māḍu,transitive,a2
to rip (to criticize harshly),verb,ಕಟುವಾಗಿ ಟೀಕಿಸು / ಖಂಡಿಸು / ದೂಷಿಸು,kaṭuvāgi ṭīkisu / khaṁḍisu / dūṣisu,transitive,a2
to rival,verb,ಪೈಪೋಟಿ ಮಾಡು / ಸ್ಪರ್ಧಿಸು,paipōṭi māḍu / spardhisu,transitive,a2
to rival (to match or be equal to),verb,ಸಮಾನವಾಗು / ಹೋಲಿಸು,samānavāgu / hōlisu,intransitive,a2
to rock (shake violently),verb,ನಡುಗಿಸು / ಅಲುಗಾಡಿಸು,naḍugisu / alugāḍisu,transitive,a2
"to rock (to be excellent, impressive)",verb,ಅದ್ಭುತವಾಗಿರು / ಅದ್ಭುತವೆನಿಸು,adbhutavāgiru / adbhutavenisu,intransitive,a2
to rotate (alternate use),verb,ಸರದಿ ಮಾಡು / ಪರ್ಯಾಯವಾಗಿ ಬಳಸು,saradi māḍu / paryāyavāgi baḷasu,transitive,a2
to rotate (self-turn),verb,ತಿರುಗು / ಭ್ರಮಿಸು,tirugu / bhramisu,intransitive,a2
to rotate (turn something),verb,ತಿರುಗಿಸು / ಸುತ್ತಿಸು,tirugisu / suttisu,transitive,a2
to sack (a city),verb,ಸೂರೆ ಮಾಡು / ಕೊಳ್ಳೆ ಹೊಡೆ,sūre māḍu / koḷḷe hoḍe,transitive,a2
"to sack (a city, pillage)",verb,ಲೂಟಿ ಮಾಡು / ದೋಚು,lūṭi māḍu / dōcu,transitive,a2
to sack (from employment),verb,ವಜಾ ಮಾಡು / ಕೆಲಸದಿಂದ ತೆಗೆದುಹಾಕು,vajā māḍu / kelasadiṁda tegeduhāku,transitive,a2
to sacrifice (to give up something),verb,ತ್ಯಾಗ ಮಾಡು / ಬಿಟ್ಟುಕೊಡು / ಅರ್ಪಿಸು,tyāga māḍu / biṭṭukoḍu / arpisu,transitive,a2
to sacrifice (to offer ritually),verb,ಬಲಿ ಕೊಡು / ಯಜ್ಞ ಮಾಡು / ಅರ್ಪಿಸು,bali koḍu / yajña māḍu / arpisu,transitive,a2
"to scrape off (paint, finish)",verb,ಕೆರೆದು ಹಾಕು / ಬುರಿದು ಹಾಕು / ಉಜ್ಜಿ ತೆಗೆ,keredu hāku / buridu hāku / ujji tege,transitive,a2
"to screw (cheat, exploit)",verb,ಮೋಸ ಮಾಡು / ಶೋಷಿಸು / ವಂಚಿಸು,mōsa māḍu / śōṣisu / vaṁcisu,transitive,a2
to screw (fasten),verb,ಸ್ಕ್ರೂ ಹಾಕು / ತಿರುಪು ಮೊಳೆ ಹಾಕು,skrū hāku / tirupu moḷe hāku,transitive,a2
to screw (vulgar),verb,ಲೈಂಗಿಕ ಕ್ರಿಯೆ ನಡೆಸು / ಸಂಭೋಗಿಸು,laiṁgika kriye naḍesu / saṁbhōgisu,,a2
to screw up (make a mistake),verb,ತಪ್ಪು ಮಾಡು / ಎಡವಟ್ಟು ಮಾಡು,tappu māḍu / eḍavaṭṭu māḍu,,a2
"to screw up (make a mistake, fail)",verb,ತಪ್ಪು ಮಾಡು / ಹಾಳಾಗು / ಎಡವು,tappu māḍu / hāḷāgu / eḍavu,intransitive,a2
"to seal (a container, envelope)",verb,ಮುಚ್ಚಿಹಾಕು / ಮೊಹರು ಮಾಡು / ಸೀಲ್ ಮಾಡು,muccihāku / moharu māḍu / sīl māḍu,transitive,a2
"to seal (a deal, fate)",verb,ಅಂತಿಮಗೊಳಿಸು / ದೃಢೀಕರಿಸು / ಖಚಿತಪಡಿಸು,aṁtimagoḷisu / dr̥ḍhīkarisu / khacitapaḍisu,transitive,a2
to seize (an opportunity),verb,ಬಳಸಿಕೊ / ಸದುಪಯೋಗ ಪಡಿಸಿಕೊ / ಕೈಗೆತ್ತಿಕೊ,baḷasiko / sadupayōga paḍisiko / kaigettiko,transitive,a2
"to seize (confiscate property, goods)",verb,ವಶಪಡಿಸಿಕೊ / ಜಪ್ತಿ ಮಾಡು / ವಶಪಡಿಸು,vaśapaḍisiko / japti māḍu / vaśapaḍisu,transitive,a2
to seize (grab suddenly),verb,ಹಿಡಿದುಕೊ / ಹಿಡಿಕೊ / ಕೈವಶ ಮಾಡಿಕೊ,hiḍiduko / hiḍiko / kaivaśa māḍiko,transitive,a2
"to seize (grab suddenly, violently)",verb,ಕಸಿದುಕೊ / ವಶಪಡಿಸಿಕೊ / ಕೈವಶ ಮಾಡಿಕೊ,kasiduko / vaśapaḍisiko / kaivaśa māḍiko,transitive,a2
to shatter (a record),verb,ದಾಖಲೆ ಮುರಿ / ದಾಖಲೆ ಮೀರು,dākhale muri / dākhale mīru,transitive,a2
"to shatter (hopes, dreams, a record)",verb,ಭಗ್ನಗೊಳಿಸು / ನಾಶಮಾಡು / ಮುರಿದುಹಾಕು,bhagnagoḷisu / nāśamāḍu / muriduhāku,transitive,a2
"to shatter (physical object, breaking into pieces)",verb,ಪುಡಿಮಾಡು / ಚೂರುಚೂರು ಮಾಡು / ಒಡೆದುಹಾಕು,puḍimāḍu / cūrucūru māḍu / oḍeduhāku,transitive,a2
"to shed (a load, burden)",verb,ಕಳೆದುಕೊಳ್ಳು / ನಿವಾರಿಸು / ಬಿಡು,kaḷedukoḷḷu / nivārisu / biḍu,transitive,a2
to shed (clothing or load),verb,ತೆಗೆ / ಕಳಚು,tege / kaḷacu,transitive,a2
to shed (light or tears),verb,ಸುರಿಸು / ಹರಿಸು / ಚೆಲ್ಲು / ಬೀರು,surisu / harisu / cellu / bīru,transitive,a2
to shed (light),verb,ಬೆಳಕು ಚೆಲ್ಲು / ಬೆಳಕು ಬೀರು,beḷaku cellu / beḷaku bīru,transitive,a2
"to shed (skin, leaves, hair)",verb,ಕಳಚು / ಉದುರಿಸು,kaḷacu / udurisu,transitive,a2
to shrink (from fear or responsibility),verb,ಹಿಂಜರಿ / ಕುಗ್ಗು / ಹೆದರು,hiṁjari / kuggu / hedaru,intransitive,a2
to shrink (in size or volume),verb,ಕುಗ್ಗು / ಸಂಕುಚಿತವಾಗು,kuggu / saṁkucitavāgu,intransitive,a2
to shrug off (to dismiss),verb,ತಳ್ಳಿಹಾಕು / ನಿರ್ಲಕ್ಷಿಸು,taḷḷihāku / nirlakṣisu,transitive,a2
to sigh,verb,ನಿಟ್ಟುಸಿರು ಬಿಡು,niṭṭusiru biḍu,intransitive,a2
to simulate (feign or pretend),verb,ನಟಿಸು / ಸೋಗು ಹಾಕು,naṭisu / sōgu hāku,transitive,a2
to simulate (model or represent),verb,ಅನುಕರಿಸು / ಸಿಮ್ಯುಲೇಟ್ ಮಾಡು,anukarisu / simyulēṭ māḍu,transitive,a2
to skip (to hop lightly),verb,ನೆಗೆದಾಡು / ಜಿಗಿ,negedāḍu / jigi,intransitive,a2
to skip (to omit or bypass),verb,ಬಿಟ್ಟುಬಿಡು / ತೊರೆ / ಕಡೆಗಣಿಸು,biṭṭubiḍu / tore / kaḍegaṇisu,transitive,a2
to skip rope,verb,ಹಗ್ಗ ಜಿಗಿ,hagga jigi,intransitive,a2
to slam (a door or object),verb,ಜೋರಾಗಿ ಮುಚ್ಚು / ಬಡಿದು ಮುಚ್ಚು,jōrāgi muccu / baḍidu muccu,transitive,a2
to slam (to criticize severely),verb,ತೀವ್ರವಾಗಿ ಟೀಕಿಸು / ಖಂಡಿಸು / ದೂರ,tīvravāgi ṭīkisu / khaṁḍisu / dūra,transitive,a2
to slap (impose a fine or penalty),verb,ದಂಡ ವಿಧಿಸು / ದಂಡ ಹೊರಿಸು / ಶಿಕ್ಷೆ ವಿಧಿಸು,daṁḍa vidhisu / daṁḍa horisu / śikṣe vidhisu,transitive,a2
to slap (place quickly or roughly),verb,ಅದಾಗಿ ಇಡು / ಎಸೆದು ಇಡು,adāgi iḍu / esedu iḍu,transitive,a2
to slash (to cut violently),verb,ಕತ್ತರಿಸಿ ಗಾಯಗೊಳಿಸು / ಚುಚ್ಚು / ಗಾಯಗೊಳಿಸು,kattarisi gāyagoḷisu / cuccu / gāyagoḷisu,transitive,a2
to slash (to reduce drastically),verb,ತೀವ್ರವಾಗಿ ಕಡಿತಗೊಳಿಸು / ಕಡಿಮೆ ಮಾಡು / ಕಡಿತಗೊಳಿಸು,tīvravāgi kaḍitagoḷisu / kaḍime māḍu / kaḍitagoḷisu,transitive,a2
to smash (to break violently),verb,ಪುಡಿ ಮಾಡು / ಒಡೆದು ಹಾಕು / ಛಿದ್ರಗೊಳಿಸು,puḍi māḍu / oḍedu hāku / chidragoḷisu,transitive,a2
to smash (to hit powerfully),verb,ಬಲವಾಗಿ ಹೊಡೆ / ಗುದ್ದಿ ಹಾಕು,balavāgi hoḍe / guddi hāku,transitive,a2
to snap (break suddenly),verb,ಮುರಿ / ಕಳಚು,muri / kaḷacu,intransitive,a2
to snap (speak sharply or angrily),verb,ಸಿಡುಕು / ಗದರು,siḍuku / gadaru,intransitive,a2
to snap (take a quick photo),verb,ಫೋಟೋ ತೆಗೆ / ಚಿತ್ರ ತೆಗೆ,phōṭō tege / citra tege,transitive,a2
"to soak (absorb atmosphere, experience)",verb,ಅನುಭವಿಸು / ಗ್ರಹಿಸು / ಆಸ್ವಾದಿಸು,anubhavisu / grahisu / āsvādisu,transitive,a2
to soak (absorb figuratively),verb,ಹೀರಿಕೊಳ್ಳು / ಮಗ್ನವಾಗು / ತಲ್ಲೀನವಾಗು,hīrikoḷḷu / magnavāgu / tallīnavāgu,transitive,a2
to soak (become saturated),verb,ನೆನೆ / ನೆನೆದುಹೋಗು,nene / neneduhōgu,intransitive,a2
to soar (fly high),verb,ಗಗನಕ್ಕೆ ಏರು / ಹಾರಾಡು / ಮೇಲೇರು,gaganakke ēru / hārāḍu / mēlēru,intransitive,a2
to soar (increase rapidly),verb,ತೀವ್ರವಾಗಿ ಏರು / ಗಗನಕ್ಕೇರು / ಏರಿಕೆ ಕಾಣು,tīvravāgi ēru / gaganakkēru / ērike kāṇu,intransitive,a2
to span (a period of time),verb,ಒಳಗೊಳ್ಳು / ವ್ಯಾಪಿಸು / ಹಬ್ಬು,oḷagoḷḷu / vyāpisu / habbu,transitive,a2
to span (distance or space),verb,ವ್ಯಾಪಿಸು / ಹರಡು / ಆವರಿಸು,vyāpisu / haraḍu / āvarisu,transitive,a2
to spare (have available to give),verb,ನೀಡು / ಒದಗಿಸು / ಕೊಡಲು ಇರಿಸು,nīḍu / odagisu / koḍalu irisu,transitive,a2
"to spare (refrain from harming, punishing)",verb,ಉಳಿಸು / ಕ್ಷಮಿಸು / ಬಿಡು,uḷisu / kṣamisu / biḍu,transitive,a2
"to spare (save resources, effort)",verb,ಉಳಿಸು / ಮಿತವ್ಯಯ ಮಾಡು,uḷisu / mitavyaya māḍu,transitive,a2
to spark (to emit sparks),verb,ಕಿಡಿ ಹಾರು / ಕಿಡಿ ಚಿಮ್ಮಿಸು,kiḍi hāru / kiḍi cimmisu,intransitive,a2
to spark (to initiate or cause),verb,ಪ್ರಾರಂಭಿಸು / ಪ್ರಚೋದಿಸು / ಹುಟ್ಟುಹಾಕು,prāraṁbhisu / pracōdisu / huṭṭuhāku,transitive,a2
to spin (information),verb,ತಿರುಚಿ ಹೇಳು / ತಪ್ಪು ಮಾಹಿತಿ ನೀಡು,tiruci hēḷu / tappu māhiti nīḍu,transitive,a2
"to spin (thread, rope)",verb,ನೂಲು,nūlu,transitive,a2
to spin (yarn or thread),verb,ನೂಲು,nūlu,transitive,a2
to spy (catch sight of),verb,ಕಾಣು / ಗುರುತಿಸು,kāṇu / gurutisu,transitive,a2
to squeeze (to embrace tightly),verb,ಗಟ್ಟಿಯಾಗಿ ತಬ್ಬು / ಅಪ್ಪಿಕೊ,gaṭṭiyāgi tabbu / appiko,transitive,a2
"to squeeze (to extract juice, liquid)",verb,ಹಿಂಡು / ಹಿಚುಕು,hiṁḍu / hicuku,transitive,a2
to squeeze (to fit tightly into a space),verb,ತುರುಕು / ತೂರಿಸು,turuku / tūrisu,transitive,a2
to stab (of pain),verb,ಚುಚ್ಚಿದ ಹಾಗೆ ನೋವಾಗು / ಚುಚ್ಚು ನೋವು ಬರು,cuccida hāge nōvāgu / cuccu nōvu baru,intransitive,a2
to stabilize (to become steady),verb,ಸ್ಥಿರವಾಗು / ದೃಢವಾಗು,sthiravāgu / dr̥ḍhavāgu,intransitive,a2
to stabilize (to make steady or firm),verb,ಸ್ಥಿರಗೊಳಿಸು / ದೃಢಗೊಳಿಸು,sthiragoḷisu / dr̥ḍhagoḷisu,transitive,a2
to starve (deprive of funds),verb,ಹಣಕಾಸನ್ನು ನಿಲ್ಲಿಸು / ಹಣಕಾಸು ತಡೆಹಿಡಿ,haṇakāsannu nillisu / haṇakāsu taḍehiḍi,transitive,a2
to starve (figurative: deprive of resources),verb,ಸಂಪನ್ಮೂಲಗಳನ್ನು ತಡೆ / ಸಂಪನ್ಮೂಲಗಳಿಂದ ವಂಚಿಸು,saṁpanmūlagaḷannu taḍe / saṁpanmūlagaḷiṁda vaṁcisu,transitive,a2
to steer (guide abstractly),verb,ನಿರ್ದೇಶಿಸು / ಮಾರ್ಗದರ್ಶನ ಮಾಡು / ಮುನ್ನಡೆಸು,nirdēśisu / mārgadarśana māḍu / munnaḍesu,transitive,a2
"to steer (vehicle, vessel)",verb,ನಿಯಂತ್ರಿಸು / ಚಲಾಯಿಸು / ಮುನ್ನಡೆಸು,niyaṁtrisu / calāyisu / munnaḍesu,transitive,a2
to stem (to originate from),verb,ಉದ್ಭವಿಸು / ಹುಟ್ಟು / ಮೂಲವಾಗಿರು,udbhavisu / huṭṭu / mūlavāgiru,intransitive,a2
"to stem (to stop the flow, advance)",verb,ತಡೆ / ನಿಲ್ಲಿಸು / ಪ್ರತಿಬಂಧಿಸು,taḍe / nillisu / pratibaṁdhisu,transitive,a2
to stereotype,verb,ಸ್ಟೀರಿಯೋಟೈಪ್ ಮಾಡು / ಪೂರ್ವಗ್ರಹ ಪೀಡಿತನಾಗು,sṭīriyōṭaip māḍu / pūrvagraha pīḍitanāgu,transitive,a2
"to stir (arouse feelings, action)",verb,ಪ್ರಚೋದಿಸು / ಕೆರಳಿಸು / ಪ್ರೇರೇಪಿಸು,pracōdisu / keraḷisu / prērēpisu,transitive,a2
"to stir (mix food, liquid)",verb,ಕಲಿಸು / ಕದಡು / ಮಿಶ್ರಣ ಮಾಡು,kalisu / kadaḍu / miśraṇa māḍu,transitive,a2
to strip (to remove paint or wax),verb,ತೆಗೆ / ಸುಲಿ / ಕೆರೆ,tege / suli / kere,transitive,a2
to strip (to undress or remove covering),verb,ಬಟ್ಟೆಬಿಚ್ಚು / ತೆಗೆ / ಕಳಚು,baṭṭebiccu / tege / kaḷacu,transitive,a2
"to strive (intensely, competing)",verb,ಪ್ರಯತ್ನಿಸು / ಹೋರಾಡು / ಶ್ರಮಿಸು,prayatnisu / hōrāḍu / śramisu,intransitive,a2
to stumble (make an error; hesitate),verb,ತಡವರಿಸು / ತೊದಲು / ಎಡವು,taḍavarisu / todalu / eḍavu,intransitive,a2
to stumble (physically trip),verb,ಎಡವು / ಎಡವಿ ಬೀಳು / ಕಾಲು ಜಾರು,eḍavu / eḍavi bīḷu / kālu jāru,intransitive,a2
"to stun (to astonish, amaze)",verb,ಬೆರಗುಗೊಳಿಸು / ವಿಸ್ಮಯಗೊಳಿಸು / ಆಶ್ಚರ್ಯಗೊಳಿಸು,beragugoḷisu / vismayagoḷisu / āścaryagoḷisu,transitive,a2
"to stun (to daze, knock out)",verb,ತಬ್ಬಿಬ್ಬು ಮಾಡು / ದಿಗ್ಭ್ರಮೆಗೊಳಿಸು / ಮೂರ್ಛೆ ಹೋಗುವಂತೆ ಮಾಡು,tabbibbu māḍu / digbhramegoḷisu / mūrche hōguvaṁte māḍu,transitive,a2
to substitute (to act as a stand-in for a person),verb,ಬದಲಿಯಾಗಿ ಕೆಲಸ ಮಾಡು / ಪ್ರತಿನಿಧಿಸು / ಬದಲಿ ಆಗು,badaliyāgi kelasa māḍu / pratinidhisu / badali āgu,transitive,a2
to substitute (to replace one item with another),verb,ಬದಲಾಯಿಸು / ಪರ್ಯಾಯವಾಗಿ ಬಳಸು / ಪ್ರತಿಸ್ಥಾಪಿಸು,badalāyisu / paryāyavāgi baḷasu / pratisthāpisu,transitive,a2
"to suck (be terrible, inferior)",verb,ಕಳಪೆಯಾಗಿರು / ಕೆಟ್ಟದಾಗಿರು / ನಿಷ್ಪ್ರಯೋಜಕವಾಗಿರು,kaḷapeyāgiru / keṭṭadāgiru / niṣprayōjakavāgiru,intransitive,a2
"to suck (draw into the mouth, nurse)",verb,ಹೀರು / ಚೀಪು,hīru / cīpu,transitive,a2
