english_word,verb_transitivity,word_class,level,kannada_translation,transliteration
royal (related to royalty),N/A,adjective,b1,ರಾಜಮನೆತನದ,rājamanetanada
"to rub (apply, smear)",transitive,verb,b2,ಸವರು,savaru
"to rub (strongly, to scrub)",transitive,verb,b2,ಉಜ್ಜು,ujju
"to rub (scrub, massage vigorously)",transitive,verb,b2,ಉಜ್ಜಿ / ತಿಕ್ಕಿ,ujji / tikki
requirement,N/A,noun,b2,ಅಗತ್ಯ / ಆವಶ್ಯಕತೆ,agatya / āvaśyakate
rescue,N/A,noun,b2,ರಕ್ಷಣೆ,rakṣaṇe
to rescue,transitive,verb,b2,ರಕ್ಷಿಸು / ಪಾರು ಮಾಡು,rakṣisu / pāru māḍu
research,N/A,noun,a2,ಸಂಶೋಧನೆ,saṁśōdhane
to research (academically),transitive,verb,a2,ಸಂಶೋಧಿಸು,saṁśōdhisu
to research (to find out information),transitive,verb,a2,ಮಾಹಿತಿ ಹುಡುಕು / ವಿಚಾರ ಮಾಡು,māhiti huḍuku / vicāra māḍu
researcher,N/A,noun,a2,ಸಂಶೋಧಕ,saṁśōdhaka
to resemble,transitive,verb,c1,ಹೋಲು,hōlu
"reservation (booking, arrangement)",N/A,noun,b1,ಕಾಯ್ದಿರಿಸುವಿಕೆ / ಬುಕ್ಕಿಂಗ್,kāydirisuvike / bukkiṁg
"reservation (quota, affirmative action policy)",N/A,noun,b1,ಮೀಸಲಾತಿ,mīsalāti
reservation (doubt or reluctance),N/A,noun,b1,ಸಂದೇಹ / ಹಿಂಜರಿಕೆ,saṁdēha / hiṁjarike
reserve (natural area),N/A,noun,b2,ಮೀಸಲು ಪ್ರದೇಶ / ಸಂರಕ್ಷಿತ ಪ್ರದೇಶ,mīsalu pradēśa / saṁrakṣita pradēśa
reserve (self-restraint),N/A,noun,b2,ಸಂಯಮ / ಮುಚ್ಚುಮರೆ,saṁyama / muccumare
"to reserve (a seat, room)",transitive,verb,b2,ಕಾಯ್ದಿರಿಸು / ಬುಕ್ ಮಾಡು,kāydirisu / buk māḍu
"to reserve (funds, resources)",transitive,verb,b2,ಮೀಸಲಿಡು,mīsaliḍu
to reside (live in a place),intransitive,verb,c1,ವಾಸಿಸು / ನೆಲೆಸು,vāsisu / nelesu
to reside (be located or vested in),intransitive,verb,c1,ನೆಲೆಯಾಗಿರು,neleyāgiru
residence (legal status),N/A,noun,c1,ಅಧಿವಾಸ,adhivāsa
"resident (adjective, living in a place)",N/A,adjective,b2,ವಾಸವಾಗಿರುವ,vāsavāgiruva
"resident (noun, person)",N/A,adjective,b2,ನಿವಾಸಿ,nivāsi
resident (medical doctor),N/A,noun,b2,ರೆಸಿಡೆಂಟ್ ವೈದ್ಯರು,resiḍeṁṭ vaidyaru
residential,N/A,adjective,c1,ವಾಸದ,vāsada
residue,N/A,noun,c1,ಶೇಷ,śēṣa
residue (remainder),N/A,noun,c1,ಉಳಿಕೆ,uḷike
to resign (from position),intransitive,verb,b2,ರಾಜೀನಾಮೆ ಕೊಡು,rājīnāme koḍu
to resign (oneself to acceptance),transitive,verb,b2,ಶರಣಾಗು,śaraṇāgu
resignation (quitting a job),N/A,noun,c1,ರಾಜೀನಾಮೆ,rājīnāme
resignation (acceptance of fate),N/A,noun,c1,ವಿಧೇಯತೆ,vidhēyate
resignation (passive endurance),N/A,noun,c1,ಸಹಿಷ್ಣುತೆ,sahiṣṇute
to resist (authority or attack),transitive,verb,b2,ಪ್ರತಿರೋಧಿಸು,pratirōdhisu
to resist (temptation or urge),transitive,verb,b2,ತಡೆಹಿಡಿ,taḍehiḍi
to resist (to withstand damage or force),intransitive,verb,b2,ತಡೆದುಕೊಳ್ಳು,taḍedukoḷḷu
"resistance (opposition, struggle)",N/A,noun,c1,ಪ್ರತಿರೋಧ,pratirōdha
resistance (opposition),N/A,noun,c1,ವಿರೋಧ,virōdha
"resistance (electrical, physical force)",N/A,noun,c1,ರೋಧ,rōdha
"resistance (immunity, property of resistance)",N/A,noun,c1,ನಿರೋಧಕತೆ,nirōdhakate
resolution (personal resolve),N/A,noun,b2,ದೃಢ ಸಂಕಲ್ಪ,dr̥ḍha saṁkalpa
resolution (formal decree),N/A,noun,b2,ನಿರ್ಣಯ,nirṇaya
resolution (motion),N/A,noun,b2,ಠರಾವು,ṭharāvu
"resolution (solution, settlement)",N/A,noun,b2,ಪರಿಹಾರ,parihāra
resolution (settlement of dispute),N/A,noun,b2,ಇತ್ಯರ್ಥ,ityartha
to resolve (a conflict or problem),transitive,verb,b2,ಪರಿಹರಿಸು,pariharisu
to resolve (to decide firmly),transitive,verb,b2,ದೃಢ ನಿರ್ಧಾರ ಮಾಡು,dr̥ḍha nirdhāra māḍu
resort (holiday destination),N/A,noun,b2,ವಿಹಾರಧಾಮ,vihāradhāma
"resort (last option, recourse)",N/A,noun,b2,ಕೊನೆಯ ಉಪಾಯ,koneya upāya
"resource (financial, natural supply)",N/A,noun,b1,ಸಂಪನ್ಮೂಲ,saṁpanmūla
resource (educational material or tool),N/A,noun,b1,ಸಾಧನ,sādhana
"resource (material, supply)",N/A,noun,b1,ಸಾಮಗ್ರಿ,sāmagri
respect (aspect or detail),N/A,noun,b2,ಅಂಶ,aṁśa
"respect (matter, point, often in formal contexts)",N/A,noun,b2,ವಿಷಯ,viṣaya
"to respect (rules, laws, promises)",transitive,verb,b1,ಪಾಲಿಸು,pālisu
"to respect (person, feelings, honor)",transitive,verb,a1,ಗೌರವಿಸು,gauravisu
respective,N/A,adjective,c1,ಆಯಾ,āyā
respectively,N/A,adverb,c1,ಕ್ರಮವಾಗಿ,kramavāgi
"to respond (to a question, statement)",transitive,verb,a2,ಉತ್ತರಿಸು,uttarisu
"to respond (to a stimulus, situation)",intransitive,verb,a2,ಪ್ರತಿಕ್ರಿಯಿಸು,pratikriyisu
response (reply),N/A,noun,a2,ಉತ್ತರ,uttara
"response (reaction, general reaction)",N/A,noun,a2,ಪ್ರತಿಕ್ರಿಯೆ,pratikriye
response (reaction),N/A,noun,a2,ಪ್ರತಿಕ್ರಿಯೆ,pratikriye
responsibility,N/A,noun,b1,ಜವಾಬ್ದಾರಿ,javābdāri
responsible,N/A,adjective,b1,ಜವಾಬ್ದಾರಿಯುತ,javābdāriyuta
rest (break),N/A,noun,a2,ವಿಶ್ರಾಮ / ವಿಶ್ರಾಂತಿ,viśrāma / viśrāṁti
rest (remainder),N/A,noun,a2,ಉಳಿದಿದ್ದು / ಬಾಕಿ,uḷididdu / bāki
"to rest (to place something down, e.g., head, book)",transitive,verb,a2,ಇಡು,iḍu
"to rest (to lean, prop)",transitive,verb,a2,ಊರು,ūru
eatery (simple dining place),N/A,noun,a1,ಹೋಟೆಲ್,hōṭel
"restoration (of objects, buildings)",N/A,noun,c1,ಜೀರ್ಣೋದ್ಧಾರ,jīrṇōddhāra
"restoration (of power, order)",N/A,noun,c1,ಪುನರ್ಸ್ಥಾಪನೆ,punarsthāpane
"to restore (an object, building)",transitive,verb,b2,ಜೀರ್ಣೋದ್ಧಾರ ಮಾಡು,jīrṇōddhāra māḍu
"to restore (a right, function, peace)",transitive,verb,b2,ಪುನರ್ಸ್ಥಾಪಿಸು,punarsthāpisu
restraint (self-control),N/A,noun,c1,ಸಂಯಮ,saṁyama
restraint (physical restriction),N/A,noun,c1,ನಿರ್ಬಂಧ,nirbaṁdha
to restrict (to prohibit access or activity),transitive,verb,b2,ನಿರ್ಬಂಧಿಸು,nirbaṁdhisu
to restrict (physical movement or confinement),transitive,verb,b2,ತಡೀ,taḍī
"to restrict (formally confine, limit)",transitive,verb,b2,ನಿರ್ಬಂಧಿಸು,nirbaṁdhisu
"restriction (limitation, cap)",N/A,noun,b2,ಪರಿಮಿತಿ,parimiti
"restriction (prohibition, ban)",N/A,noun,b2,ನಿರ್ಬಂಧ,nirbaṁdha
"restriction (prohibition, constraint)",N/A,noun,b2,ನಿರ್ಬಂಧ / ನಿಯಂತ್ರಣ,nirbaṁdha / niyaṁtraṇa
"result (outcome, consequence)",N/A,noun,a1,ಫಲಿತಾಂಶ / ಪರಿಣಾಮ,phalitāṁśa / pariṇāma
"result (score, exam grade)",N/A,noun,a1,ಫಲಿತಾಂಶ,phalitāṁśa
to result (in an outcome),intransitive,verb,b1,ಕಾರಣವಾಗು,kāraṇavāgu
to result (from a cause),intransitive,verb,b1,ಉಂಟಾಗು / ಪರಿಣಮಿಸು,uṁṭāgu / pariṇamisu
to resume,transitive,verb,c1,ಪುನರಾರಂಭಿಸು,punarāraṁbhisu
retail,N/A,noun,b2,ಚಿಲ್ಲರೆ ವ್ಯಾಪಾರ,cillare vyāpāra
to retain (to keep possession or control),transitive,verb,b2,ಉಳಿಸಿಕೊ,uḷisiko
to retain (information in memory),transitive,verb,b2,ನೆನಪಿನಲ್ಲಿಡು,nenapinalliḍu
to retire (from employment),intransitive,verb,b1,ನಿವೃತ್ತಿಯಾಗು,nivr̥ttiyāgu
to retire (to go to bed),intransitive,verb,b1,ಮಲಗಲು ಹೋಗು,malagalu hōgu
retired (from employment),N/A,adjective,b1,ನಿವೃತ್ತ,nivr̥tta
"retired (secluded, isolated)",N/A,adjective,b2,ಏಕಾಂತದ / ನಿರ್ಜನ,ēkāṁtada / nirjana
retirement,N/A,noun,b2,ನಿವೃತ್ತಿ,nivr̥tti
retreat (withdrawal),N/A,noun,c1,ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ,himmeṭṭuvike
retreat (place of refuge),N/A,noun,c1,ಆಶ್ರಯ / ಏಕಾಂತ ಸ್ಥಳ,āśraya / ēkāṁta sthaḷa
to retreat (military or tactical),intransitive,verb,c1,ಹಿಮ್ಮೆಟ್ಟು,himmeṭṭu
to retreat (to a private place),intransitive,verb,c1,ಏಕಾಂತಕ್ಕೆ ಹೋಗು,ēkāṁtakke hōgu
to retrieve (recall memory),transitive,verb,c1,ನೆನಪಿಸಿಕೋ,nenapisikō
return (arrival),N/A,noun,a1,ಹಿಂದಿರುಗುವಿಕೆ,hiṁdiruguvike
"return (item, product)",N/A,noun,a1,ಹಿಂದಿರುಗಿಸುವಿಕೆ,hiṁdirugisuvike
to return (to come back),intransitive,verb,a1,ಹಿಂದಿರುಗು,hiṁdirugu
to return (to give back an object),transitive,verb,a1,ಹಿಂದಿರುಗಿಸು,hiṁdirugisu
"to reveal (a deep truth, prophetically)",transitive,verb,b2,ಪ್ರಕಟಿಸು,prakaṭisu
revelation (disclosure or unveiling),N/A,noun,c1,ಬಹಿರಂಗಪಡಿಸುವಿಕೆ,bahiraṁgapaḍisuvike
revelation (profound truth or divine knowledge),N/A,noun,c1,ಪ್ರಕಟಣೆ,prakaṭaṇe
revenge,N/A,noun,c1,ಸೇಡು,sēḍu
revenue (government income),N/A,noun,b2,ರಾಜಸ್ವ,rājasva
revenue (business income),N/A,noun,b2,ಆದಾಯ,ādāya
to reverse (direction or physical process),transitive,adjective,c1,ಹಿಂದಕ್ಕೆ ತಿರುಗಿಸು,hiṁdakke tirugisu
to reverse (a decision or policy),transitive,adjective,c1,ರದ್ದುಮಾಡು,raddumāḍu
reverse (a defeat or setback),N/A,adjective,c1,ಹಿನ್ನಡೆ,hinnaḍe
reverse (back side),N/A,noun,c1,ಹಿಂದಿನ ಭಾಗ / ಮರುಭಾಗ,hiṁdina bhāga / marubhāga
reverse (gear),N/A,noun,c1,ರೆವರ್ಸು / ಹಿಂದಕ್ಕೆ ಚಲಿಸುವ ಗೇರ್,revarsu / hiṁdakke calisuva gēr
to reverse (a vehicle),transitive,verb,c1,ರೆವರ್ಸು ಮಾಡು,revarsu māḍu
to reverse (a ruling or decision),transitive,verb,c1,ರದ್ದುಮಾಡು / ತಿರುಗಿ ಹಾಕು,raddumāḍu / tirugi hāku
review (critique),N/A,noun,a2,ವಿಮರ್ಶೆ,vimarśe
"review (inspection, examination)",N/A,noun,a2,ಪರಿಶೀಲನೆ / ಪುನರಾವಲೋಕನ,pariśīlane / punarāvalōkana
to review (re-examine or check),transitive,verb,a2,ಪರಿಶೀಲಿಸು / ಪುನರಾವಲೋಕಿಸು,pariśīlisu / punarāvalōkisu
"to review (a movie, book, or product)",transitive,verb,a2,ವಿಮರ್ಶಿಸು,vimarśisu
to revise (amend or formal change),transitive,verb,b2,ತಿದ್ದಿಸು / ಸುಧಾರಿಸು,tiddisu / sudhārisu
revision (academic study),N/A,noun,b2,ಪುನರಾವೃತ್ತಿ,punarāvr̥tti
revision (document amendment),N/A,noun,b2,ಸುಧಾರಣೆ / ತಿದ್ದುಪಡಿ,sudhāraṇe / tiddupaḍi
sceptical,N/A,adjective,c1,ಸಂದೇಹವಿರುವ / ಸಂಶಯಾತ್ಮಕ,saṁdēhaviruva / saṁśayātmaka
to schedule (an event or activity),transitive,noun,a2,ಸಮಯ ನಿಗದಿಪಡಿಸು,samaya nigadipaḍisu
to schedule (to fix a specific time or appointment),transitive,verb,b2,ದಿನಾಂಕ / ಸಮಯ ನಿಗದಿಪಡಿಸು,dināṁka / samaya nigadipaḍisu
to schedule (to plan an agenda or timetable),transitive,verb,b2,ವೇಳಾಪಟ್ಟಿ ತಯಾರಿಸು,vēḷāpaṭṭi tayārisu
"scheme (plan, program)",N/A,noun,b2,ಯೋಜನೆ,yōjane
scheme (plot),N/A,noun,b2,ಪಿತೂರಿ / ಕುತಂತ್ರ,pitūri / kutaṁtra
scholar (academic),N/A,noun,b2,ವಿದ್ವಾಂಸ,vidvāṁsa
scholar (scholarship recipient),N/A,noun,b2,ವಿದ್ಯಾರ್ಥಿವೇತನ ಪಡೆದ ವಿದ್ಯಾರ್ಥಿ,vidyārthivētana paḍeda vidyārthi
scholarship (financial aid),N/A,noun,b2,ವಿದ್ಯಾರ್ಥಿವೇತನ,vidyārthivētana
scholarship (academic learning),N/A,noun,b2,ಪಾಂಡಿತ್ಯ,pāṁḍitya
school,N/A,noun,a1,ಶಾಲೆ,śāle
science,N/A,noun,a1,ವಿಜ್ಞಾನ,vijñāna
scientific,N/A,adjective,b1,ವೈಜ್ಞಾನಿಕ,vaijñānika
scientist,N/A,noun,a1,ವಿಜ್ಞಾನಿ,vijñāni
scope (extent or range),N/A,noun,c1,ವ್ಯಾಪ್ತಿ / ಪರಿಧಿ,vyāpti / paridhi
scope (opportunity or potential),N/A,noun,c1,ಅವಕಾಶ,avakāśa
score,N/A,noun,a2,ಅಂಕ,aṁka
to score (to mark or cut),transitive,verb,b1,ಗೆರೆ ಹಾಕು,gere hāku
scratch (starting point),N/A,noun,b2,ಮೊದಲ ಹಂತ,modala haṁta
starting from scratch,N/A,noun,b2,ಮೊದಲಿನಿಂದಲೇ ಶುರುಮಾಡು,modaliniṁdalē śurumāḍu
"to scratch (skin, due to itch)",transitive,verb,b2,ಕೆರೆ,kere
"to scratch (a surface, to mark, damage)",transitive,verb,b2,ಗೀರು,gīru
scream,N/A,noun,b2,ಕಿರಿಚಾಟ / ಕೂಗು,kiricāṭa / kūgu
to scream (to shout loudly),intransitive,verb,b2,ಕಿರಿಚು / ಕೂಗು,kiricu / kūgu
"screen (mesh, filter)",N/A,noun,b1,ಜಾಲರಿ,jālari
screen (display),N/A,noun,b1,ಪರದೆ / ಸ್ಕ್ರೀನ್,parade / skrīn
to screen (a movie or performance),transitive,verb,b2,ಪ್ರದರ್ಶಿಸು,pradarśisu
to screen (applicants or diseases),transitive,verb,b2,ಪರಿಶೀಲಿಸು / ಪರೀಕ್ಷಿಸು,pariśīlisu / parīkṣisu
to screen (a phone call),transitive,verb,b2,ಪರಿಶೀಲಿಸು,pariśīlisu
screening (medical examination or vetting),N/A,noun,b2,ಪರಿಶೀಲನೆ / ತಪಾಸಣೆ,pariśīlane / tapāsaṇe
screening (film showing),N/A,noun,b2,ಪ್ರದರ್ಶನ,pradarśana
screw (fastener),N/A,noun,c1,ಸ್ಕ್ರೂ / ತಿರುಪು ಮೊಳೆ,skrū / tirupu moḷe
"screw (vulgar, sexual act)",N/A,noun,c1,ಲೈಂಗಿಕ ಕ್ರಿಯೆ,laiṁgika kriye
to screw (fasten),transitive,verb,c1,ಸ್ಕ್ರೂ ಹಾಕು,skrū hāku
"to screw (cheat, exploit)",transitive,verb,c1,ಮೋಸ ಮಾಡು,mōsa māḍu
to screw up (make a mistake),N/A,verb,c1,ಹಾಳು ಮಾಡು,hāḷu māḍu
to screw (vulgar),N/A,verb,c1,ಕೆಯ್ಯಿ,keyyi
"script (writing system, alphabet)",N/A,noun,b1,ಲಿಪಿ,lipi
"script (screenplay, dialogue)",N/A,noun,b1,ಚಿತ್ರಕಥೆ,citrakathe
scrutiny,N/A,noun,c1,ಸೂಕ್ಷ್ಮ ಪರಿಶೀಲನೆ,sūkṣma pariśīlane
"sculpture (statue, figure)",N/A,noun,b1,ಶಿಲ್ಪ / ವಿಗ್ರಹ,śilpa / vigraha
ocean,N/A,noun,a1,ಸಾಗರ / ಸಮುದ್ರ,sāgara / samudra
seal (animal),N/A,noun,c1,ಸೀಲ್ / ಕಡಲ ನಾಯಿ,sīl / kaḍala nāyi
"seal (stamp, emblem)",N/A,noun,c1,ಮುದ್ರೆ / ಮೊಹರು,mudre / moharu
seal (airtight closure),N/A,noun,c1,ಮೊಹರು / ಸೀಲು,moharu / sīlu
"to seal (a container, envelope)",transitive,verb,c1,ಮುಚ್ಚಿಹಾಕು / ಮೊಹರು ಮಾಡು,muccihāku / moharu māḍu
"to seal (a deal, fate)",transitive,verb,c1,ಅಂತಿಮಗೊಳಿಸು / ದೃಢೀಕರಿಸು,aṁtimagoḷisu / dr̥ḍhīkarisu
search (official investigation),N/A,noun,a2,ಶೋಧನೆ / ತನಿಖೆ,śōdhane / tanikhe
"to search (a location, investigative)",transitive,verb,a2,ಶೋಧಿಸು / ಪರಿಶೀಲಿಸು,śōdhisu / pariśīlisu
season,N/A,noun,a2,ಋತು / ಕಾಲ,r̥tu / kāla
"seat (center of power, headquarters)",N/A,noun,b1,ಪೀಠ,pīṭha
to seat,transitive,verb,b2,ಕೂರಿಸು,kūrisu
second (ordinal),N/A,adverb,a2,ಎರಡನೇ,eraḍanē
second (unit of time),N/A,adverb,a2,ಸೆಕೆಂಡ್,sekeṁḍ
second,N/A,determiner,a1,ಎರಡನೇ,eraḍanē
second (helping of food),N/A,noun,a1,ಇನ್ನೊಂದು ಬಾರಿ,innoṁdu bāri
second (ordinal number),N/A,ordinal number,a1,ಎರಡನೆಯದು,eraḍaneyadu
second (unit of time),N/A,ordinal number,a1,ಸೆಕೆಂಡ್,sekeṁḍ
secondary (subordinate),N/A,adjective,b1,ದ್ವಿತೀಯ,dvitīya
secondary (education),N/A,adjective,b1,ಮಾಧ್ಯಮಿಕ,mādhyamika
secondly,N/A,adverb,a2,ಎರಡನೆಯದಾಗಿ,eraḍaneyadāgi
secret,N/A,adjective,a2,ರಹಸ್ಯ,rahasya
"secret (key, method)",N/A,noun,a2,ಗುಟ್ಟು,guṭṭu
"secretary (official, society head)",N/A,noun,a2,ಕಾರ್ಯದರ್ಶಿ,kāryadarśi
secretary (personal assistant),N/A,noun,a2,ಕಾರ್ಯದರ್ಶಿ,kāryadarśi
"section (part, segment)",N/A,noun,a1,ಭಾಗ,bhāga
"section (division, chapter)",N/A,noun,a1,ವಿಭಾಗ / ಭಾಗ,vibhāga / bhāga
"sector (economic, industry)",N/A,noun,b2,ವಲಯ / ಕ್ಷೇತ್ರ,valaya / kṣētra
"sector (geographic area, zone)",N/A,noun,b2,ವಲಯ,valaya
"secular (worldly, temporal)",N/A,adjective,c1,ಲೌಕಿಕ,laukika
"secular (political, neutral)",N/A,adjective,c1,ಜಾತ್ಯತೀತ,jātyatīta
secure (physically safe or fixed),N/A,adjective,b2,ಸುರಕ್ಷಿತ / ಭದ್ರ,surakṣita / bhadra
secure (emotionally confident),N/A,adjective,b2,ನಿಶ್ಚಿಂತೆಯಾಗಿರುವ / ಭರವಸೆಯಿರುವ,niściṁteyāgiruva / bharavaseyiruva
to secure (to obtain or acquire),transitive,verb,b2,ಪಡೆಯಿರಿ / ಗಳಿಸಿರಿ,paḍeyiri / gaḷisiri
to secure (to fasten or make safe),transitive,verb,b2,ಭದ್ರಪಡಿಸಿರಿ,bhadrapaḍisiri
"security (financial asset, collateral)",N/A,noun,b1,ಜಾಮೀನು / ಠೇವಣಿ,jāmīnu / ṭhēvaṇi
"security (safety, protection)",N/A,noun,a2,ಸುರಕ್ಷತೆ / ಭದ್ರತೆ,surakṣate / bhadrate
to look at,transitive,verb,a1,ನೋಡಿರಿ,nōḍiri
to see (perceive),N/A,verb,a1,ಕಾಣಿರಿ,kāṇiri
seed,N/A,noun,b1,ಬೀಜ,bīja
to seek (to look for),transitive,verb,b2,ಹುಡುಕಿರಿ,huḍukiri
to seek (to petition or formally request),transitive,verb,b2,ಕೋರಿರಿ / ಬೇಡಿರಿ,kōriri / bēḍiri
seeker (spiritual truth),N/A,noun,b2,ಸಾಧಕ,sādhaka
seeker (general searcher),N/A,noun,b2,ಅನ್ವೇಷಕ,anvēṣaka
seem,N/A,linking verb,a2,ಕಾಣಿಸಿರಿ,kāṇisiri
seemingly,N/A,adverb,c1,ತೋರಿಕೆಗೆ,tōrikege
"segment (market, population)",N/A,noun,c1,ವಿಭಾಗ,vibhāga
"to seize (confiscate property, goods)",transitive,verb,c1,ವಶಪಡಿಸಿಕೊ,vaśapaḍisiko
to seize (an opportunity),transitive,verb,c1,ಸದುಪಯೋಗ ಪಡಿಸಿಕೊ,sadupayōga paḍisiko
to seize (grab suddenly),transitive,verb,c1,ಹಿಡಿಕೊ,hiḍiko
"to seize (grab suddenly, violently)",N/A,verb,c1,ಕಸಿದುಕೊ,kasiduko
seldom,N/A,adverb,c1,ಅಪರೂಪವಾಗಿ,aparūpavāgi
to select (formally),transitive,verb,b2,ಆಯ್ಕೆಮಾಡು,āykemāḍu
selection (range offered),N/A,noun,b2,ವೈವಿಧ್ಯ,vaividhya
"selective (choosy, discerning)",N/A,adjective,c1,ಆಯ್ದುಕೊಳ್ಳುವ,āydukoḷḷuva
"selective (specific, technical)",N/A,adjective,c1,ಆಯ್ದ,āyda
self (abstract identity),N/A,noun,b2,ಸ್ವ,sva
"self (one's own person, nature)",N/A,noun,b2,ಸ್ವಭಾವ,svabhāva
to sell,transitive,verb,a1,ಮಾರು,māru
seminar,N/A,noun,b2,ವಿಚಾರಗೋಷ್ಠಿ,vicāragōṣṭhi
senator,N/A,noun,c1,ಸೆನೆಟರ್,seneṭar
shelter (facility or temporary home),N/A,noun,b2,ಆಶ್ರಯ ತಾಣ,āśraya tāṇa
to shelter (to provide protection or refuge),transitive,verb,b2,ಆಶ್ರಯ ಕೊಡು,āśraya koḍu
to shelter (to take refuge or cover),intransitive,verb,b2,ಆಶ್ರಯ ಪಡಿ,āśraya paḍi
shift (work period),N/A,noun,b1,ಪಾಳಿ / ಶಿಫ್ಟ್,pāḷi / śiphṭ
shift (change or movement),N/A,noun,b1,ಬದಲಾವಣೆ,badalāvaṇe
to shift (to move position slightly),transitive,verb,b2,ಸರಿಸು,sarisu
"to shift (to transfer location, resources, or responsibilities)",transitive,verb,b2,ವರ್ಗಾಯಿಸು,vargāyisu
to shine (to polish),transitive,verb,b1,ಹೊಳಪು ಕೊಡು,hoḷapu koḍu
shiny (lustrous),N/A,adjective,b1,ಹೊಳಪಿನ,hoḷapina
ship,N/A,noun,a2,ಹಡಗು,haḍagu
"to ship (fandom, relationships)",transitive,verb,b2,ಶಿಪ್ ಮಾಡು,śip māḍu
"shipping (cost, charges)",N/A,noun,c1,ಸಾಗಣೆ ವೆಚ್ಚ,sāgaṇe vecca
shirt,N/A,noun,a1,ಅಂಗಿ,aṁgi
shock (emotional),N/A,noun,b2,ಆಘಾತ,āghāta
shock (medical condition),N/A,noun,b2,ಆಘಾತ,āghāta
shock (electric),N/A,noun,b2,ವಿದ್ಯುತ್ ಆಘಾತ,vidyut āghāta
to shock (emotionally),transitive,verb,b2,ಆಘಾತ ಉಂಟುಮಾಡು,āghāta uṁṭumāḍu
to shock (electrically),transitive,verb,b2,ಕರೆಂಟ್ ಹೊಡೆ,kareṁṭ hoḍe
"shocked (by tragedy, appalled)",N/A,adjective,b2,ಆಘಾತಕ್ಕೊಳಗಾದ,āghātakkoḷagāda
"shocked (startled, very surprised)",N/A,adjective,b2,ಬೆಚ್ಚಿಬಿದ್ದ,beccibidda
shocking (morally offensive),N/A,adjective,b2,ಆಘಾತಕಾರಿ,āghātakāri
"sandal ,  slipper (open footwear)",N/A,noun,a1,ಚಪ್ಪಲಿ,cappali
shoot (plant sprout),N/A,noun,c1,ಚಿಗುರು,ciguru
shoot (filming session),N/A,noun,c1,ಶೂಟಿಂಗ್ / ಚಿತ್ರೀಕರಣದ ಅವಧಿ,śūṭiṁg / citrīkaraṇada avadhi
"to shoot (film, photo)",transitive,verb,b1,ಚಿತ್ರೀಕರಿಸು,citrīkarisu
to shoot (score a goal),transitive,verb,b1,ಹೊಡೆ,hoḍe
"shooting (act of firing, gun violence)",N/A,noun,b2,ಗುಂಡು ಹಾರಿಸುವುದು,guṁḍu hārisuvudu
"shooting (filming, photography session)",N/A,noun,b2,ಚಿತ್ರೀಕರಣ / ಶೂಟಿಂಗ್,citrīkaraṇa / śūṭiṁg
shop,N/A,noun,a1,ಅಂಗಡಿ,aṁgaḍi
to shop,N/A,verb,a1,ಶಾಪಿಂಗ್ ಮಾಡು,śāpiṁg māḍu
shopping,N/A,noun,a1,ಶಾಪಿಂಗ್ / ಖರೀದಿ,śāpiṁg / kharīdi
shore,N/A,noun,b2,ತೀರ,tīra
short (in height),N/A,adjective,a1,ಕುಳ್ಳ / ಗಿಡ್ಡ,kuḷḷa / giḍḍa
short (in length or duration),N/A,adjective,a1,ಚಿಕ್ಕ / ಕಡಿಮೆ,cikka / kaḍime
short-term,N/A,adjective,b2,ಅಲ್ಪಾವಧಿ,alpāvadhi
"shortage (scarcity, formal)",N/A,noun,b2,ಕೊರತೆ / ಅಭಾವ,korate / abhāva
shortly,N/A,adverb,b2,ಸ್ವಲ್ಪ ಸಮಯದಲ್ಲೇ / ಬೇಗನೆ,svalpa samayadallē / bēgane
shot (medical injection),N/A,noun,b2,ಸೂಜಿಮದ್ದು / ಇಂಜೆಕ್ಷನ್,sūjimaddu / iṁjekṣan
shot (photograph or film sequence),N/A,noun,b2,ದೃಶ್ಯ / ಛಾಯಾಚಿತ್ರ,dr̥śya / chāyācitra
shot (attempt or chance),N/A,noun,b2,ಪ್ರಯತ್ನ / ಅವಕಾಶ,prayatna / avakāśa
should (expectation),N/A,modal verb,a2,ಇರಬಹುದು,irabahudu
shoulder (of a road),N/A,noun,a2,ರಸ್ತೆಯ ಅಂಚು / ಬದಿ,rasteya aṁcu / badi
shout,N/A,noun,a2,ಕೂಗು,kūgu
to scream,intransitive,verb,a2,ಕಿರುಚು,kirucu
show,N/A,noun,a1,ಪ್ರದರ್ಶನ,pradarśana
to show,transitive,verb,a1,ತೋರಿಸು,tōrisu
shower (washing oneself),N/A,noun,a1,ಶವರ್ ಸ್ನಾನ,śavar snāna
shower (rain),N/A,noun,a1,ಮಳೆ,maḷe
rain shower,N/A,noun,a1,ಸಣ್ಣ ಮಳೆ,saṇṇa maḷe
to shrink (in size or volume),intransitive,verb,c1,ಸಂಕೋಚಿಸು,saṁkōcisu
to shrink (from fear or responsibility),intransitive,verb,c1,ಹಿಂಜರಿ,hiṁjari
to shrug off (to dismiss),transitive,verb,c1,ನಿರ್ಲಕ್ಷಿಸು,nirlakṣisu
"to shut (something, close)",transitive,adjective,a2,ಮುಚ್ಚು,muccu
"to shut (shop, close down)",intransitive,adjective,a2,ಮುಚ್ಚು,muccu
shut (closed state),N/A,adjective,a2,ಮುಚ್ಚಿದ,muccida
to shut,N/A,verb,a2,ಮುಚ್ಚು,muccu
