id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
609,limb (body part),noun,c1,nan,ಅವಯವ / ಅಂಗ / ಕೈಕಾಲುಗಳು,avayava / aṁga / kaikālugaḷu
610,to line (up),verb,b2,nan,ಸಾಲು ನಿಲ್ಲು / ಸಾಲು ಮಾಡು,sālu nillu / sālu māḍu
611,last,noun,a2,nan,ಕೊನೆ / ಕಡೆ,kone / kaḍe
612,late,adverb,a1,nan,ತಡವಾಗಿ / ತಡ,taḍavāgi / taḍa
613,"lately (recently, standard, formal use)",adverb,b2,nan,ಇತ್ತೀಚೆಗೆ / ಈಚೆಗೆ,ittīcege / īcege
614,"later (adverbial, shortly)",adjective,a2,nan,ಆಮೇಲೆ / ಸ್ವಲ್ಪ ಸಮಯದ ನಂತರ,āmēle / svalpa samayada naṁtara
615,"later (adjective, subsequent)",adjective,a2,nan,ನಂತರದ / ಮುಂದಿನ,naṁtarada / muṁdina
616,later (at a subsequent time),adverb,a1,nan,ಆಮೇಲೆ / ನಂತರ,āmēle / naṁtara
617,"later (after that, then)",adverb,a1,nan,ಆಮೇಲೆ / ನಂತರ,āmēle / naṁtara
618,latest,noun,b2,nan,ಇತ್ತೀಚಿನದು / ಹೊಸತು,ittīcinadu / hosatu
619,latter,noun,c1,nan,ಎರಡನೆಯದು / ನಂತರದ,eraḍaneyadu / naṁtarada
620,to make someone laugh,verb,a1,transitive,ನಗಿಸು,nagisu
621,layer (hen),noun,b1,nan,ಮೊಟ್ಟೆ ಇಡುವ ಕೋಳಿ / ಮೊಟ್ಟೆಕೋಳಿ,moṭṭe iḍuva kōḷi / moṭṭekōḷi
622,lead (the metal),noun,b1,nan,ಸೀಸ,sīsa
623,lead (leash),noun,b1,nan,ಪಟ್ಟಿ / ಹಗ್ಗ,paṭṭi / hagga
624,leave,noun,b2,nan,ರಜೆ / ಬಿಡುವು,raje / biḍuvu
625,"left (remaining, residual)",adverb,a1,nan,ಉಳಿದ / ಬಾಕಿ,uḷida / bāki
626,left,noun,a1,nan,ಎಡ,eḍa
627,it (proximal),noun,b1,nan,ಇದು,idu
628,"it (distal or general, abstract reference)",noun,b1,nan,ಅದು,adu
629,"it (general, that one)",pronoun,a1,nan,ಅದು,adu
630,"it (nearby, this one)",pronoun,a1,nan,ಇದು,idu
631,its,determiner,a1,nan,ಅದರ,adara
632,january,noun,a1,nan,ಜನವರಿ,janavari
633,jazz (music genre),noun,a2,nan,ಜಾಝ್,jājh
634,menu (computer options),noun,a1,nan,ಮೆನು / ಪಟ್ಟಿ,menu / paṭṭi
635,"to merge (companies, organizations)",verb,c1,nan,ವಿಲೀನಗೊಳಿಸು / ಒಂದಾಗಿಸು,vilīnagoḷisu / oṁdāgisu
636,merger,noun,c1,nan,ವಿಲೀನ,vilīna
637,metal,noun,a2,nan,ಲೋಹ,lōha
638,metaphor,noun,b2,nan,ರೂಪಕ,rūpaka
639,methodology,noun,c1,nan,ವಿಧಾನಶಾಸ್ತ್ರ / ಕಾರ್ಯವಿಧಾನ,vidhānaśāstra / kāryavidhāna
640,metre (unit of length),noun,a1,nan,ಮೀಟರ್,mīṭar
641,metre (measuring device),noun,a1,nan,ಮೀಟರ್ / ಮಾಪಕ,mīṭar / māpaka
642,midnight,noun,a1,nan,ಮಧ್ಯರಾತ್ರಿ / ನಡುರಾತ್ರಿ,madhyarātri / naḍurātri
643,migration,noun,c1,nan,ವಲಸೆ / ವಲಸೆಗಾರಿಕೆ,valase / valasegārike
644,mile,noun,a1,nan,ಮೈಲಿ,maili
645,milk,noun,a1,nan,ಹಾಲು,hālu
646,mine (excavation site),noun,b1,nan,ಗಣಿ,gaṇi
647,mine (referring to an object or neuter entity),pronoun,a2,nan,ನನ್ನದು,nannadu
648,to minimize,verb,c1,nan,ಕಡಿಮೆಗೊಳಿಸು / ಕನಿಷ್ಠಗೊಳಿಸು,kaḍimegoḷisu / kaniṣṭhagoḷisu
649,minimum,noun,b2,nan,ಕನಿಷ್ಠ / ಕನಿಷ್ಠ ಪ್ರಮಾಣ,kaniṣṭha / kaniṣṭha pramāṇa
650,loud,adverb,a2,nan,ಜೋರಾಗಿ / ಗಟ್ಟಿಯಾಗಿ / ದೊಡ್ಡದಾಗಿ,jōrāgi / gaṭṭiyāgi / doḍḍadāgi
651,low,noun,b2,nan,ಕಡಿಮೆ ಮಟ್ಟ / ಕೆಳಮಟ್ಟ / ತಗ್ಗು,kaḍime maṭṭa / keḷamaṭṭa / taggu
652,musical (relating to music),noun,b1,nan,ಸಂಗೀತಮಯ / ಸಂಗೀತಕ್ಕೆ ಸಂಬಂಧಿಸಿದ,saṁgītamaya / saṁgītakke saṁbaṁdhisida
653,"narrative (noun, account)",adjective,b1,nan,ಕಥನ / ನಿರೂಪಣೆ / ವೃತ್ತಾಂತ,kathana / nirūpaṇe / vr̥ttāṁta
654,nationwide (adverb),adjective,c1,nan,ದೇಶಾದ್ಯಂತದ / ರಾಷ್ಟ್ರವ್ಯಾಪಿ,dēśādyaṁtada / rāṣṭravyāpi
655,"native (of a person, language, relating to origin)",adjective,b1,nan,ಸ್ಥಳೀಯ / ದೇಶೀಯ / ಮೂಲದ,sthaḷīya / dēśīya / mūlada
656,native,noun,b1,nan,ಸ್ಥಳೀಯ / ದೇಶೀಯ / ಮೂಲನಿವಾಸಿ,sthaḷīya / dēśīya / mūlanivāsi
657,little (small amount),adverb,a2,nan,ಸ್ವಲ್ಪ / ಅಲ್ಪವಾಗಿ,svalpa / alpavāgi
658,"little (quantity, amount)",pronoun,a1,nan,ಸ್ವಲ್ಪ / ಅಲ್ಪ,svalpa / alpa
659,little (size),pronoun,a1,nan,ಚಿಕ್ಕ / ಸಣ್ಣ / ಪುಟ್ಟ,cikka / saṇṇa / puṭṭa
660,local (person),noun,b1,nan,ಸ್ಥಳೀಯ / ಸ್ಥಳದವನು / ಸ್ಥಳದವಳು / ಸ್ಥಳೀಯ ನಿವಾಸಿ,sthaḷīya / sthaḷadavanu / sthaḷadavaḷu / sthaḷīya nivāsi
661,"to locate (to place, situate)",verb,b2,transitive,ಪತ್ತೆ ಹಚ್ಚು / ಗುರುತಿಸು / ಇರಿಸು,patte haccu / gurutisu / irisu
662,to log (access a computer system),verb,c1,intransitive,ಲಾಗಿನ್ ಆಗು / ಪ್ರವೇಶಿಸು,lāgin āgu / pravēśisu
663,lonely (remote place),adjective,b1,nan,ನಿರ್ಜನ / ಏಕಾಂತದ / ದೂರದ,nirjana / ēkāṁtada / dūrada
664,long,adverb,a1,nan,ದೀರ್ಘಕಾಲ / ಬಹಳ ಹೊತ್ತು,dīrghakāla / bahaḷa hottu
665,long-term (adjective: relating to a policy or goal),adverb,b2,nan,ದೀರ್ಘಾವಧಿಯ / ದೀರ್ಘಕಾಲೀನ,dīrghāvadhiya / dīrghakālīna
666,look (gaze),noun,a2,nan,ನೋಟ / ದೃಷ್ಟಿ,nōṭa / dr̥ṣṭi
667,loose (not fixed),adjective,b2,nan,ಸಡಿಲ / ಸಡಿಲವಾದ / ಅಲುಗಾಡುವ,saḍila / saḍilavāda / alugāḍuva
668,loose (clothing),adjective,b1,nan,ಸಡಿಲ / ಸಡಿಲವಾದ / ಅಗಲವಾದ,saḍila / saḍilavāda / agalavāda
669,loose (scattered),adjective,b2,nan,ಚೆಲ್ಲಾಪಿಲ್ಲಿಯಾದ / ಚದುರಿದ / ಸಡಿಲ,cellāpilliyāda / cadurida / saḍila
670,lorry,noun,a2,nan,ಲಾರಿ / ಸರಕು ವಾಹನ,lāri / saraku vāhana
671,lot (adverbial degree),adverb,a1,nan,ಬಹಳ / ತುಂಬಾ / ಹೆಚ್ಚು,bahaḷa / tuṁbā / heccu
672,lot (quantifier),adverb,a1,nan,ಬಹಳ / ತುಂಬಾ / ಹೆಚ್ಚು,bahaḷa / tuṁbā / heccu
673,lot (a large amount),determiner,a1,nan,ಬಹಳಷ್ಟು / ಸಾಕಷ್ಟು / ಹೇರಳ,bahaḷaṣṭu / sākaṣṭu / hēraḷa
674,"lot (many, much)",determiner,a2,nan,ಬಹಳಷ್ಟು / ಸಾಕಷ್ಟು / ಹೆಚ್ಚು,bahaḷaṣṭu / sākaṣṭu / heccu
675,nor,adverb,b1,nan,ಹಾಗೂ ಇಲ್ಲ / ಅಷ್ಟೇ ಅಲ್ಲ,hāgū illa / aṣṭē alla
676,north (direction),adjective,a1,nan,ಉತ್ತರದ / ಉತ್ತರ,uttarada / uttara
677,north,noun,a1,nan,ಉತ್ತರ,uttara
678,novel,adjective,c1,nan,ನವೀನ / ಹೊಸ / ವಿನೂತನ,navīna / hosa / vinūtana
679,nowhere (indicating lack of progress),adverb,a2,nan,ಎಲ್ಲಿಯೂ ಇಲ್ಲ,elliyū illa
680,"nuclear (atomic energy, weapons)",adjective,b1,nan,ಅಣು / ಪರಮಾಣು,aṇu / paramāṇu
681,number (telephone),noun,a1,nan,ನಂಬರ್ / ಸಂಖ್ಯೆ,naṁbar / saṁkhye
682,"nut (edible seed, fruit)",noun,a2,nan,ಕಾಯಿ / ಬೀಜ,kāyi / bīja
683,to obey (a person or instruction),verb,b2,transitive,ಪಾಲಿಸು / ಅನುಸರಿಸು,pālisu / anusarisu
684,"objection (formal, procedural)",noun,c1,nan,ಆಕ್ಷೇಪಣೆ / ವಿರೋಧ,ākṣēpaṇe / virōdha
685,"objection (difficulty, reservation)",noun,c1,nan,ಆಕ್ಷೇಪ / ತಕರಾರು / ಸಂದೇಹ,ākṣēpa / takarāru / saṁdēha
686,"obligation (duty, moral necessity)",noun,b2,nan,ಕರ್ತವ್ಯ / ಬಾಧ್ಯತೆ,kartavya / bādhyate
687,"obligation (responsibility, liability)",noun,b2,nan,ಬಾಧ್ಯತೆ / ಜವಾಬ್ದಾರಿ,bādhyate / javābdāri
688,to oblige (to require legally or morally),verb,c1,transitive,ಬಾಧ್ಯನಾಗಿಸು / ಕಡ್ಡಾಯಗೊಳಿಸು,bādhyanāgisu / kaḍḍāyagoḷisu
689,"observation (act of watching, studying)",noun,b2,nan,ವೀಕ್ಷಣೆ / ಗಮನ,vīkṣaṇe / gamana
690,"observation (remark, comment)",noun,b2,nan,ಅಭಿಪ್ರಾಯ / ಟೀಕೆ,abhiprāya / ṭīke
691,to observe (rules or laws),verb,b2,transitive,ಪಾಲಿಸು / ಅನುಸರಿಸು,pālisu / anusarisu
692,to observe (a festival or ceremony),verb,b2,transitive,ಆಚರಿಸು / ಪಾಲಿಸು,ācarisu / pālisu
693,observer (official representative),noun,b2,nan,ವೀಕ್ಷಕ / ಪ್ರತಿನಿಧಿ,vīkṣaka / pratinidhi
694,"to obsess (excessive, worrying preoccupation)",verb,c1,intransitive,ಗೀಳು ಹಚ್ಚಿಕೊ / ವ್ಯಾಮೋಹಗೊಳ್ಳು,gīḷu hacciko / vyāmōhagoḷḷu
695,"to obsess (to focus intensely, be fixated)",verb,c1,intransitive,ಗೀಳು ಹಿಡಿ / ಮಗ್ನನಾಗು,gīḷu hiḍi / magnanāgu
696,obsession (fixation or compulsion),noun,c1,nan,ಗೀಳು / ವ್ಯಾಮೋಹ,gīḷu / vyāmōha
697,obsession (intense enthusiasm or passion),noun,c1,nan,ಗೀಳು / ಆಸಕ್ತಿ / ವ್ಯಾಮೋಹ,gīḷu / āsakti / vyāmōha
698,obstacle (structural barrier),noun,b2,nan,ಅಡಚಣೆ / ತಡೆ / ಪ್ರತಿಬಂಧಕ,aḍacaṇe / taḍe / pratibaṁdhaka
699,to obtain (by effort or achievement),verb,b2,transitive,ಪಡೆ / ಗಳಿಸು / ಸಂಪಾದಿಸು,paḍe / gaḷisu / saṁpādisu
700,obviously (self-evidently),adverb,b1,nan,ಸ್ಪಷ್ಟವಾಗಿ / ನಿಸ್ಸಂದೇಹವಾಗಿ / ಖಂಡಿತವಾಗಿಯೂ,spaṣṭavāgi / nissaṁdēhavāgi / khaṁḍitavāgiyū
701,occasion (event or specific time),noun,b1,nan,ಸಂದರ್ಭ / ಪ್ರಸಂಗ / ಘಟನೆ,saṁdarbha / prasaṁga / ghaṭane
702,occasion (cause or reason),noun,b1,nan,ಕಾರಣ / ಹೇತು,kāraṇa / hētu
703,occasional (infrequent occurrence),adjective,c1,nan,ಸಾಂದರ್ಭಿಕ / ಅಪರೂಪದ,sāṁdarbhika / aparūpada
704,occasionally (formally),adverb,b2,nan,ಸಾಂದರ್ಭಿಕವಾಗಿ / ಅಪರೂಪವಾಗಿ,sāṁdarbhikavāgi / aparūpavāgi
705,"occasionally (formally, context-dependent)",adverb,c1,nan,ಸಾಂದರ್ಭಿಕವಾಗಿ / ಕೆಲವೊಮ್ಮೆ / ಅಪರೂಪವಾಗಿ,sāṁdarbhikavāgi / kelavomme / aparūpavāgi
706,overseas (adjective),adverb,b2,nan,ವಿದೇಶದಲ್ಲಿ / ಸಾಗರೋತ್ತರ,vidēśadalli / sāgarōttara
707,oxygen (common loanword),noun,b2,nan,ಆಕ್ಸಿಜನ್ / ಆಮ್ಲಜನಕ,āksijan / āmlajanaka
708,"parking lot , park (area for vehicles)",noun,a1,nan,ಪಾರ್ಕಿಂಗ್ ಸ್ಥಳ / ವಾಹನ ನಿಲುಗಡೆ ಸ್ಥಳ,pārkiṁg sthaḷa / vāhana nilugaḍe sthaḷa
709,party (political organization),noun,a1,nan,ಪಕ್ಷ,pakṣa
710,passenger,noun,a2,nan,ಪ್ರಯಾಣಿಕ,prayāṇika
711,passive (grammar),adjective,c1,nan,ಕರ್ಮಣಿ,karmaṇi
712,pastor,noun,c1,nan,ಪಾಸ್ಟರ್ / ಧರ್ಮಗುರು,pāsṭar / dharmaguru
713,patch (software fix),noun,c1,nan,ಪ್ಯಾಚ್ / ತಿದ್ದುಪಡಿ,pyāc / tiddupaḍi
714,patient (person receiving medical care),adjective,b1,nan,ರೋಗಿ,rōgi
715,to pay,verb,a1,nan,ಪಾವತಿಸು / ಕೊಡು,pāvatisu / koḍu
716,permit,noun,b2,nan,ಅನುಮತಿ / ಪರವಾನಗಿ,anumati / paravānagi
717,pet (favorite person or project),noun,b1,nan,ಅಚ್ಚುಮೆಚ್ಚು / ಪ್ರಿಯ,accumeccu / priya
718,phase (cyclical state),noun,b2,nan,ಹಂತ / ಘಟ್ಟ,haṁta / ghaṭṭa
719,"philosopher (knower of the fundamental truth, essence)",noun,c1,nan,ತತ್ವಜ್ಞಾನಿ,tatvajñāni
720,photograph (image),noun,a1,nan,ಫೋಟೋ / ಛಾಯಾಚಿತ್ರ,phōṭō / chāyācitra
721,"doctor (formal, traditional)",noun,b1,nan,ವೈದ್ಯ / ಡಾಕ್ಟರ್,vaidya / ḍākṭar
722,to pick (to harvest),verb,a2,nan,ಕೊಯ್ಲು ಮಾಡು,koylu māḍu
723,to picture (to depict),verb,b2,nan,ಚಿತ್ರಿಸು / ಕಲ್ಪಿಸಿಕೋ,citrisu / kalpisikō
724,to pin (assign responsibility),verb,b2,transitive,ಹೊಣೆಗಾರಿಕೆ ಹೊರಿಸು / ಆರೋಪಿಸು,hoṇegārike horisu / ārōpisu
725,pink (adjective),noun,a1,nan,ಗುಲಾಬಿ / ನಸುಗೆಂಪು,gulābi / nasugeṁpu
726,plan (diagram),noun,a1,nan,ನಕ್ಷೆ / ವಿನ್ಯಾಸ,nakṣe / vinyāsa
727,neither... nor...,pronoun,a2,nan,ಇದೂ ಅಲ್ಲ ಅದೂ ಅಲ್ಲ / ಒಂದೂ ಇಲ್ಲ ಇನ್ನೊಂದೂ ಇಲ್ಲ,idū alla adū alla / oṁdū illa innoṁdū illa
728,"neither (agreement ,  negative reply)",pronoun,b1,nan,ನಾನೂ ಇಲ್ಲ / ನಾನೂ ಸಹ ಇಲ್ಲ,nānū illa / nānū saha illa
729,nerve (anatomical structure),noun,b2,nan,ನರ,nara
730,nervous (anatomical),adjective,b1,nan,ನರವ್ಯೂಹದ / ನರ ಸಂಬಂಧಿ,naravyūhada / nara saṁbaṁdhi
731,net (final amount after deductions),noun,b1,nan,ನಿವ್ವಳ / ನಿವ್ವಳ ಮೊತ್ತ,nivvaḷa / nivvaḷa motta
732,"neutral (science, chemistry)",adjective,b2,nan,ತಟಸ್ಥ,taṭastha
733,nine,number,a1,nan,ಒಂಬತ್ತು,oṁbattu
734,nineteen,number,a1,nan,ಹತ್ತೊಂಬತ್ತು,hattoṁbattu
735,ninety,number,a1,nan,ತೊಂಬತ್ತು,toṁbattu
736,no (response),determiner,a1,nan,ಇಲ್ಲ,illa
737,"no (refusal, don't want)",determiner,a1,nan,ಬೇಡ,bēḍa
738,"no (general denial, absence)",exclamation,a1,nan,ಇಲ್ಲ / ಇಲ್ಲವೇ ಇಲ್ಲ,illa / illavē illa
739,"no (refusal, don't want)",exclamation,a1,nan,ಬೇಡ / ಇಲ್ಲ,bēḍa / illa
740,"non-profit (organization, noun)",adjective,c1,nan,ಲಾಭರಹಿತ / ಲಾಭೋದ್ದೇಶವಿಲ್ಲದ,lābharahita / lābhōddēśavillada
741,outside (attributive),adjective,a2,nan,ಹೊರಗಿನ / ಬಾಹ್ಯ,horagina / bāhya
742,plot (storyline),noun,b1,nan,ಕಥಾವಸ್ತು / ಕಥಾಹಂದರ,kathāvastu / kathāhaṁdara
743,plot (secret scheme),noun,b1,nan,ಸಂಚು / ಕುತಂತ್ರ / ಒಳಸಂಚು,saṁcu / kutaṁtra / oḷasaṁcu
744,to plot (coordinates),verb,b2,transitive,ಗುರುತಿಸು,gurutisu
745,to plot (a story),verb,b2,transitive,ಕಥೆ ಹೆಣೆಯು / ಕಥೆ ರಚಿಸು,kathe heṇeyu / kathe racisu
746,plug (electrical connector),noun,c1,nan,ಪ್ಲಗ್,plag
747,plug (stopper),noun,c1,nan,ಅಡಿಕೆ / ಬೂಚು,aḍike / būcu
748,plug (advertisement),noun,c1,nan,ಪ್ರಚಾರ / ಜಾಹೀರಾತು,pracāra / jāhīrātu
749,to plug (into a socket),verb,c1,transitive,ಪ್ಲಗ್ ಹಾಕು,plag hāku
750,"to plug (a hole, leak)",verb,c1,transitive,ಮುಚ್ಚು / ತೂಬು ಮುಚ್ಚು,muccu / tūbu muccu
751,to plunge (into water or depths),verb,c1,intransitive,ಧುಮುಕು / ನುಗ್ಗು,dhumuku / nuggu
752,"to plunge (to fall sharply, e.g., prices)",verb,c1,intransitive,ಕುಸಿಯು / ಇಳಿ,kusiyu / iḷi
753,"plus (advantage, benefit)",adjective,b2,nan,ಅನುಕೂಲಕರ / ಲಾಭದಾಯಕ,anukūlakara / lābhadāyaka
754,plus (in addition to),adjective,b2,nan,ಹೆಚ್ಚುವರಿ / ಅಧಿಕ,heccuvari / adhika
755,plus (furthermore; in addition),conjunction,b2,nan,ಅಲ್ಲದೆ / ಇದರ ಜೊತೆಗೆ,allade / idara jotege
756,plus (mathematical addition),conjunction,b2,nan,ಮತ್ತು / ಸೇರಿಸಿ,mattu / sērisi
757,plus (advantage),noun,b2,nan,ಅನುಕೂಲ / ಲಾಭ / ಸಕಾರಾತ್ಮಕ ಅಂಶ,anukūla / lābha / sakārātmaka aṁśa
758,plus (mathematical addition),preposition,b1,nan,ಸೇರಿಸಿ / ಜೊತೆಗೆ,sērisi / jotege
759,"plus (furthermore, in addition)",preposition,b1,nan,ಜೊತೆಗೆ / ಅಲ್ಲದೆ,jotege / allade
760,to pocket,noun,a2,transitive,ಕಿಸೆಗೆ ಹಾಕು / ಜೇಬಿಗೆ ಹಾಕು,kisege hāku / jēbige hāku
761,"poem (classical verse, rhyme)",noun,b1,nan,ಕಾವ್ಯ / ಪದ್ಯ / ಛಂದಸ್ಸು,kāvya / padya / chaṁdassu
762,poet (female),noun,b1,nan,ಕವಯತ್ರಿ / ಕವಯಿತ್ರಿ,kavayatri / kavayitri
763,poem (an individual piece),noun,b1,nan,ಕವಿತೆ / ಪದ್ಯ / ಕಾವ್ಯ,kavite / padya / kāvya
764,point (tip),noun,a1,nan,ತುದಿ / ಮೊನೆ,tudi / mone
765,point (idea),noun,a1,nan,ಅಂಶ / ವಿಷಯ,aṁśa / viṣaya
766,point (score),noun,a1,nan,ಅಂಕ / ಪಾಯಿಂಟ್,aṁka / pāyiṁṭ
767,to point (direction),verb,b1,transitive,ತೋರಿಸು / ನಿರ್ದೇಶಿಸು,tōrisu / nirdēśisu
768,to point (suggest or indicate abstractly),verb,b1,intransitive,ಸೂಚಿಸು / ತೋರಿಸು,sūcisu / tōrisu
769,pointed (having a sharp end),adjective,b2,nan,ಮೊನಚಾದ / ಚೂಪಾದ,monacāda / cūpāda
770,"pointed (direct or critical, e.g., remark)",adjective,b2,nan,ನೇರವಾದ / ತೀಕ್ಷ್ಣವಾದ / ಚುಚ್ಚುಮಾತಿನ,nēravāda / tīkṣṇavāda / cuccumātina
771,poison,noun,b1,nan,ವಿಷ / ನಂಜು,viṣa / naṁju
772,"to poison (to corrupt, influence negatively)",verb,b1,transitive,ಕೆಡಿಸು / ಹಾಳುಮಾಡು / ವಿಷ ತುಂಬು,keḍisu / hāḷumāḍu / viṣa tuṁbu
773,poisonous,adjective,b1,nan,ವಿಷಕಾರಿ / ನಂಜಿನ / ವಿಷಮಯ,viṣakāri / naṁjina / viṣamaya
774,pole (geographic or magnetic),noun,c1,nan,ಧ್ರುವ,dhruva
775,"police (official term for officer, force)",noun,a2,nan,ಪೊಲೀಸ್ / ಆರಕ್ಷಕ,polīs / ārakṣaka
776,"police force, department",noun,a2,nan,ಪೊಲೀಸ್ ಇಲಾಖೆ / ಪೊಲೀಸ್ ಪಡೆ / ಆರಕ್ಷಕ ದಳ,polīs ilākhe / polīs paḍe / ārakṣaka daḷa
777,policeman (formal designation),noun,a1,nan,ಪೊಲೀಸ್ / ಆರಕ್ಷಕ / ಪೊಲೀಸ್ ಅಧಿಕಾರಿ,polīs / ārakṣaka / polīs adhikāri
778,policy (principle),noun,b1,nan,ನೀತಿ / ಧೋರಣೆ / ಕಾರ್ಯನೀತಿ,nīti / dhōraṇe / kāryanīti
779,policy (insurance),noun,b1,nan,ಪಾಲಿಸಿ / ವಿಮಾ ಪಾಲಿಸಿ / ವಿಮಾ ಪತ್ರ,pālisi / vimā pālisi / vimā patra
780,polite (courteous),adjective,a2,nan,ವಿನಯಶೀಲ / ಸೌಜನ್ಯದ / ಸಭ್ಯ,vinayaśīla / saujanyada / sabhya
781,political,adjective,b1,nan,ರಾಜಕೀಯ,rājakīya
782,politician,noun,b1,nan,ರಾಜಕಾರಣಿ / ರಾಜಕೀಯ ನಾಯಕ,rājakāraṇi / rājakīya nāyaka
783,politics,noun,b1,nan,ರಾಜಕೀಯ,rājakīya
784,poll (opinion survey),noun,c1,nan,ಸಮೀಕ್ಷೆ / ಅಭಿಪ್ರಾಯ ಸಂಗ್ರಹ,samīkṣe / abhiprāya saṁgraha
785,poll (election vote),noun,c1,nan,ಮತದಾನ / ಚುನಾವಣೆ,matadāna / cunāvaṇe
786,pollution,noun,a2,nan,ಮಾಲಿನ್ಯ,mālinya
787,pond,noun,c1,nan,ಕೆರೆ / ಕೊಳ / ಪುಷ್ಕರಣಿ,kere / koḷa / puṣkaraṇi
788,pool (swimming facility),noun,a1,nan,ಈಜುಕೊಳ / ಸ್ವಿಮ್ಮಿಂಗ್ ಪೂಲ್,ījukoḷa / svimmiṁg pūl
789,pool (small body of water),noun,a1,nan,ಕೊಳ / ಸಣ್ಣ ಕೆರೆ / ಜಲಕುಂಡ,koḷa / saṇṇa kere / jalakuṁḍa
790,poor (lacking money),adjective,a1,nan,ಬಡ / ನಿರ್ಗತಿಕ / ದರಿದ್ರ,baḍa / nirgatika / daridra
791,poor (low quality),adjective,a1,nan,ಕಳಪೆ / ಕನಿಷ್ಠ ಗುಣಮಟ್ಟದ / ಕೆಟ್ಟ,kaḷape / kaniṣṭha guṇamaṭṭada / keṭṭa
792,pop,adjective,a2,nan,ಪಾಪ್ / ಜನಪ್ರಿಯ,pāp / janapriya
793,to pop (to burst or rupture something),verb,c1,intransitive,ಸಿಡಿ / ಒಡೆ,siḍi / oḍe
794,to pop (to rupture something),verb,c1,transitive,ಸಿಡಿಸು / ಒಡೆಸು / ಒಡೆಯು,siḍisu / oḍesu / oḍeyu
795,on (in operation),preposition,a1,nan,ಆನ್ / ಚಾಲೂ,ān / cālū
796,pretty,adverb,a1,nan,ಸಾಕಷ್ಟು,sākaṣṭu
797,printing (3D fabrication process),noun,b1,nan,3D ಪ್ರಿಂಟಿಂಗ್ / ತ್ರಿಡಿ ಮುದ್ರಣ,3D priṁṭiṁg / triḍi mudraṇa
798,purely,adverb,b2,nan,ಸಂಪೂರ್ಣವಾಗಿ / ಕೇವಲ,saṁpūrṇavāgi / kēvala
799,programme (computer),noun,a2,nan,ಪ್ರೋಗ್ರಾಂ / ತಂತ್ರಾಂಶ / ಕಾರ್ಯಕ್ರಮ,prōgrāṁ / taṁtrāṁśa / kāryakrama
800,"progressive (gradual, continuing)",adjective,b2,nan,ಮುಂದುವರಿಯುವ / ಪ್ರಗತಿಪರ / ಹಂತಹಂತವಾದ,muṁduvariyuva / pragatipara / haṁtahaṁtavāda
801,protrusion,noun,c1,nan,ಹೊರಚಾಚುವಿಕೆ / ಉಬ್ಬು / ಚಾಚಿಕೊಂಡಿರುವ ಭಾಗ,horacācuvike / ubbu / cācikoṁḍiruva bhāga
802,"famous, well-known",adjective,c1,nan,ಪ್ರಸಿದ್ಧ / ಹೆಸರಾಂತ / ಖ್ಯಾತ / ಜನಪ್ರಿಯ,prasiddha / hesarāṁta / khyāta / janapriya
803,potential (likelihood of success),noun,a2,nan,ಸಾಮರ್ಥ್ಯ / ಸಾಧ್ಯತೆ / ಸುಪ್ತ ಶಕ್ತಿ,sāmarthya / sādhyate / supta śakti
804,to propose (colloquial),verb,b2,nan,ಪ್ರಪೋಸ್ ಮಾಡು / ಪ್ರಸ್ತಾಪಿಸು / ಕೇಳು,prapōs māḍu / prastāpisu / kēḷu
805,bar,noun,a2,nan,ಬಾರ್,bār
806,realistic (true to life),adjective,b2,nan,ವಾಸ್ತವಿಕ / ಯಥಾರ್ಥ / ನಿಜವಾದ,vāstavika / yathārtha / nijavāda
807,"to rebuild (confidence, life)",verb,b2,transitive,ಮತ್ತೆ ಕಟ್ಟು / ಮರುನಿರ್ಮಿಸು / ಪುನರ್ನಿರ್ಮಿಸು,matte kaṭṭu / marunirmisu / punarnirmisu
808,relative (family member),adjective,b1,nan,ಸಂಬಂಧಿತ,saṁbaṁdhita
809,relative,noun,b1,nan,ಸಂಬಂಧಿ / ಬಂಧು / ನೆಂಟ,saṁbaṁdhi / baṁdhu / neṁṭa
810,duty,noun,b1,nan,ಕರ್ತವ್ಯ / ಜವಾಬ್ದಾರಿ,kartavya / javābdāri
811,remark,noun,b2,nan,ಹೇಳಿಕೆ / ಟಿಪ್ಪಣಿ / ಅಭಿಪ್ರಾಯ,hēḷike / ṭippaṇi / abhiprāya
812,salad,noun,a1,nan,ಸಲಾಡ್,salāḍ
813,sandwich,noun,a1,nan,ಸ್ಯಾಂಡ್‌ವಿಚ್,syāṁḍvic
814,saturday,noun,a1,nan,ಶನಿವಾರ,śanivāra
815,sauce,noun,a2,nan,ಸಾಸ್ / ಚಟ್ನಿ,sās / caṭni
816,ring (circular shape),noun,a2,nan,ವೃತ್ತ / ಉಂಗುರ / ಬಳೆ,vr̥tta / uṁgura / baḷe
817,to risk,noun,b1,transitive,ಅಪಾಯಕ್ಕೆ ಒಡ್ಡಿಕೊ / ರಿಸ್ಕ್ ಮಾಡು / ಧೈರ್ಯ ಮಾಡು,apāyakke oḍḍiko / risk māḍu / dhairya māḍu
818,rival,noun,b2,nan,ಪ್ರತಿಸ್ಪರ್ಧಿ / ಎದುರಾಳಿ / ಸ್ಪರ್ಧಿ,pratispardhi / edurāḷi / spardhi
