english_word,word_class,kannada_translation,transliteration,verb_transitivity,level
cabinet (political body),noun,ಸಚಿವ ಸಂಪುಟ / ಸಂಪುಟ,saciva saṁpuṭa / saṁpuṭa,,c1
cabinet (storage unit),noun,ಕಬಾಟು / ಅಲಮಾರು,kabāṭu / alamāru,,c1
calculation (strategic planning),noun,ಲೆಕ್ಕಾಚಾರ / ಯೋಜನೆ / ತಂತ್ರಗಾರಿಕೆ,lekkācāra / yōjane / taṁtragārike,,c1
"canvas (for painting, art)",noun,ಕ್ಯಾನ್ವಾಸ್ / ಚಿತ್ರಪಟ,kyānvās / citrapaṭa,,c1
"canvas (metaphorical framework, scope)",noun,ವ್ಯಾಪ್ತಿ / ಚೌಕಟ್ಟು / ಕ್ಷೇತ್ರ,vyāpti / caukaṭṭu / kṣētra,,c1
capability (strategic resource or function),noun,ಸಾಮರ್ಥ್ಯ / ಶಕ್ತಿ / ಸಾಧಿಸುವಿಕೆ,sāmarthya / śakti / sādhisuvike,,c1
capitalism,noun,ಬಂಡವಾಳಶಾಹಿತ್ವ / ಬಂಡವಾಳಶಾಹಿ ಪದ್ಧತಿ,baṁḍavāḷaśāhitva / baṁḍavāḷaśāhi paddhati,,c1
capitalist,adjective,ಬಂಡವಾಳಶಾಹಿ,baṁḍavāḷaśāhi,,c1
cargo,noun,ಸರಕು / ಸಾಮಾನು / ಹೊರೆ,saraku / sāmānu / hore,,c1
carriage (bearing or posture),noun,ನಿಲುವು / ಭಂಗಿ / ನಡೆ,niluvu / bhaṁgi / naḍe,,c1
carriage (train coach),noun,ಬೋಗಿ / ರೈಲು ಬೋಗಿ / ಡಬ್ಬಿ,bōgi / railu bōgi / ḍabbi,,c1
casino,noun,ಜೂಜಾಟದ ಮನೆ / ಕ್ಯಾಸಿನೋ,jūjāṭada mane / kyāsinō,,c1
casualty (loss or damage),noun,ನಷ್ಟ / ಹಾನಿ / ಹಾನಿಯಾದದ್ದು,naṣṭa / hāni / hāniyādaddu,,c1
casualty (person injured or killed),noun,ಸಾವು-ನೋವು / ಬಲಿಯಾದವರು / ಗಾಯಾಳು / ಮೃತರು,sāvu-nōvu / baliyādavaru / gāyāḷu / mr̥taru,,c1
cattle,noun,ಜಾನುವಾರು / ದನಕರು,jānuvāru / danakaru,,c1
caution (warning),noun,ಎಚ್ಚರಿಕೆ / ಮುನ್ನೆಚ್ಚರಿಕೆ,eccarike / munneccarike,,c1
cautious (prudent or discerning),adjective,ವಿವೇಕದ / ವಿವೇಚನೆಯುಳ್ಳ,vivēkada / vivēcaneyuḷḷa,,c1
cautious (wary or suspicious),adjective,ಜಾಗರೂಕತೆಯ / ಎಚ್ಚರಿಕೆಯ,jāgarūkateya / eccarikeya,,c1
cemetery (cremation ground),noun,ಸ್ಮಶಾನ / ರುದ್ರಭೂಮಿ,smaśāna / rudrabhūmi,,c1
cemetery (graveyard),noun,ಸಮಾಧಿ ಭೂಮಿ / ಗೋರಿ,samādhi bhūmi / gōri,,c1
chamber (formal room),noun,ಸಭಾಂಗಣ / ಕಕ್ಷ,sabhāṁgaṇa / kakṣa,,c1
chamber (internal cavity),noun,ಕೋಣೆ / ಕುಹರ,kōṇe / kuhara,,c1
chamber (legislative assembly),noun,ಸದನ / ಸಭಾಂಗಣ,sadana / sabhāṁgaṇa,,c1
chaos (anarchy),noun,ಅರಾಜಕತೆ / ಅವ್ಯವಸ್ಥೆ / ಗೊಂದಲ,arājakate / avyavasthe / goṁdala,,c1
"charm (appeal, attractiveness)",noun,ಆಕರ್ಷಣೆ / ಮೋಹಕತೆ / ಸೌಂದರ್ಯ,ākarṣaṇe / mōhakate / sauṁdarya,,c1
charm (good luck amulet),noun,ತಾಯತ / ರಕ್ಷೆ,tāyata / rakṣe,,c1
"charter (document, constitution)",noun,ಸನ್ನದು / ಘೋಷಣಾ ಪತ್ರ,sannadu / ghōṣaṇā patra,,c1
"charter (lease, hiring agreement)",noun,ಗುತ್ತಿಗೆ / ಬಾಡಿಗೆ ಒಪ್ಪಂದ,guttige / bāḍige oppaṁda,,c1
"chronic (habitual, inveterate)",adjective,ರೂಢಿಯಾದ / ತೀವ್ರವಾದ / ಚಿರಕಾಲದ / ನಿರಂತರ,rūḍhiyāda / tīvravāda / cirakālada / niraṁtara,,c1
chronic (illness or condition),adjective,ದೀರ್ಘಕಾಲದ / ದೀರ್ಘಕಾಲಿಕ,dīrghakālada / dīrghakālika,,c1
"chunk (large amount, portion)",noun,ಬಹುಪಾಲು / ದೊಡ್ಡ ಭಾಗ / ಸಿಂಹಪಾಲು,bahupālu / doḍḍa bhāga / siṁhapālu,,c1
chunk (piece of material),noun,ದೊಡ್ಡ ತುಂಡು / ಬೃಹತ್ ತುಂಡು / ಗಂಟು,doḍḍa tuṁḍu / br̥hat tuṁḍu / gaṁṭu,,c1
circulation (blood/fluid movement),noun,ಪರಿಚಲನೆ / ಸಂಚಾರ,paricalane / saṁcāra,,c1
"circulation (movement, flow)",noun,ಸಂಚಾರ / ಪ್ರಸರಣೆ / ಹರಿವು / ಚಲನೆ,saṁcāra / prasaraṇe / harivu / calane,,c1
circulation (publication count),noun,ಪ್ರಸಾರ / ವಿತರಣೆ,prasāra / vitaraṇe,,c1
citizenship,noun,ಪೌರತ್ವ / ನಾಗರಿಕತ್ವ,pauratva / nāgarikatva,,c1
civic (relating to citizen duty),adjective,ಪೌರ / ನಾಗರಿಕ,paura / nāgarika,,c1
civic (relating to city administration),adjective,ಪೌರ / ನಗರಪಾಲಿಕಾ,paura / nagarapālikā,,c1
civilian,noun,ನಾಗರಿಕ,nāgarika,,c1
civilian (person),adjective,ನಾಗರಿಕ,nāgarika,,c1
clarity,noun,ಸ್ಪಷ್ಟತೆ / ನಿಖರತೆ,spaṣṭate / nikharate,,c1
clash (of colors or styles),noun,ಅಸಂಗತತೆ / ಹೊಂದಾಣಿಕೆಯ ಕೊರತೆ,asaṁgatate / hoṁdāṇikeya korate,,c1
clash (scheduling conflict),noun,ಘರ್ಷಣೆ / ಸಮಯದ ಸಂಘರ್ಷ,gharṣaṇe / samayada saṁgharṣa,,c1
clash (violent confrontation),noun,ಸಂಘರ್ಷ / ಘರ್ಷಣೆ / ಕಾದಾಟ,saṁgharṣa / gharṣaṇe / kādāṭa,,c1
classification,noun,ವರ್ಗೀಕರಣ,vargīkaraṇa,,c1
clinical (detached),adjective,ಭಾವನಾ ರಹಿತ / ನಿರ್ಲಿಪ್ತ,bhāvanā rahita / nirlipta,,c1
clinical (medical),adjective,ವೈದ್ಯಕೀಯ,vaidyakīya,,c1
closure (emotional resolution),noun,ಸಮಾಧಾನ / ಪರಿಹಾರ / ಅಂತ್ಯ,samādhāna / parihāra / aṁtya,,c1
closure (physical closing),noun,ಮುಚ್ಚುವಿಕೆ / ಸ್ಥಗಿತ / ಬಂದ್,muccuvike / sthagita / baṁd,,c1
"cluster (abstract, technical)",noun,ಗುಚ್ಛ / ಸಮೂಹ / ಗುಂಪು,guccha / samūha / guṁpu,,c1
coalition,noun,ಮೈತ್ರಿಕೂಟ / ಒಕ್ಕೂಟ,maitrikūṭa / okkūṭa,,c1
coastal,adjective,ಕರಾವಳಿ / ಸಮುದ್ರ ತೀರದ,karāvaḷi / samudra tīrada,,c1
cocktail (mixed drink),noun,ಕಾಕ್ಟೇಲ್ / ಮಿಶ್ರ ಪಾನೀಯ,kākṭēl / miśra pānīya,,c1
"cocktail (party, event)",noun,ಕಾಕ್ಟೇಲ್ ಪಾರ್ಟಿ / ಸಂಜೆಕೂಟ,kākṭēl pārṭi / saṁjekūṭa,,c1
cognitive,adjective,ಅರಿವಿನ / ಜ್ಞಾನಕ್ಕೆ ಸಂಬಂಧಿಸಿದ / ಬೌದ್ಧಿಕ,arivina / jñānakke saṁbaṁdhisida / bauddhika,,c1
"collaboration (teamwork, partnership)",noun,ಸಹಯೋಗ / ಸಹಕಾರ / ಸಹಭಾಗಿತ್ವ,sahayōga / sahakāra / sahabhāgitva,,c1
"collaboration (with the enemy, collusion)",noun,ಶತ್ರುಗಳೊಂದಿಗೆ ಸಹಕಾರ / ಒಳಸಂಚು / ದೇಶದ್ರೋಹ,śatrugaḷoṁdige sahakāra / oḷasaṁcu / dēśadrōha,,c1
collective,adjective,ಸಾಮೂಹಿಕ / ಸಮೂಹದ,sāmūhika / samūhada,,c1
"collision (clash of interests, ideas)",noun,ಸಂಘರ್ಷ / ಘರ್ಷಣೆ / ವೈರುಧ್ಯ,saṁgharṣa / gharṣaṇe / vairudhya,,c1
collision (physical impact),noun,ಡಿಕ್ಕಿ / ಘರ್ಷಣೆ / ಅಪ್ಪಳಿಸುವಿಕೆ,ḍikki / gharṣaṇe / appaḷisuvike,,c1
collusion,noun,ಕುಮ್ಮಕ್ಕು / ಒಳಸಂಚು / ಗುಪ್ತ ಒಪ್ಪಂದ,kummakku / oḷasaṁcu / gupta oppaṁda,,c1
colonial,adjective,ವಸಾಹತುಶಾಹಿ / ವಸಾಹತಿನ,vasāhatuśāhi / vasāhatina,,c1
columnist,noun,ಅಂಕಣಕಾರ,aṁkaṇakāra,,c1
combat,noun,ಹೋರಾಟ / ಯುದ್ಧ / ಕದನ,hōrāṭa / yuddha / kadana,,c1
"commentary (live broadcast, narration)",noun,ನಿರೂಪಣೆ / ವಿವರಣೆ / ಕಮೆಂಟರಿ,nirūpaṇe / vivaraṇe / kameṁṭari,,c1
commentary (written analysis),noun,ವ್ಯಾಖ್ಯಾನ / ವಿಶ್ಲೇಷಣೆ / ವಿವರಣೆ,vyākhyāna / viślēṣaṇe / vivaraṇe,,c1
"commentator (academic, textual analyst)",noun,ವ್ಯಾಖ್ಯಾನಕಾರ / ವಿಶ್ಲೇಷಕ / ನಿರೂಪಕ,vyākhyānakāra / viślēṣaka / nirūpaka,,c1
commerce,noun,ವಾಣಿಜ್ಯ / ವ್ಯಾಪಾರ / ವ್ಯವಹಾರ,vāṇijya / vyāpāra / vyavahāra,,c1
commissioner,noun,ಆಯುಕ್ತ / ಕಮೀಷನರ್,āyukta / kamīṣanar,,c1
commodity,noun,ಸರಕು / ವಸ್ತು / ಉತ್ಪನ್ನ,saraku / vastu / utpanna,,c1
communist (person),adjective,ಸಾಮ್ಯವಾದಿ / ಕಮ್ಯುನಿಸ್ಟ್ / ಸಮತಾವಾದಿ,sāmyavādi / kamyunisṭ / samatāvādi,,c1
companion (associate or partner in activity),noun,ಜೊತೆಗಾರ / ಸಹಚರ / ಸಂಗಾತಿ / ಮಿತ್ರ,jotegāra / sahacara / saṁgāti / mitra,,c1
companion (life partner),noun,ಜೀವನ ಸಂಗಾತಿ / ಸಂಗಾತಿ / ಅರ್ಧಾಂಗಿ,jīvana saṁgāti / saṁgāti / ardhāṁgi,,c1
comparable (equivalent),adjective,ಹೋಲಿಸಬಹುದಾದ / ಸಮಾನ / ಸರಿಹೊಂದುವ,hōlisabahudāda / samāna / sarihoṁduva,,c1
"compassion (profound, deep)",noun,ಕರುಣೆ / ದಯೆ / ಅನುಕಂಪ,karuṇe / daye / anukaṁpa,,c1
"compelling (attractive, interesting)",adjective,ಸೆಳೆಯುವ / ಆಕರ್ಷಕವಾದ / ಮನಸೆಳೆಯುವ,seḷeyuva / ākarṣakavāda / manaseḷeyuva,,c1
compelling (fascinating),adjective,ಆಕರ್ಷಕವಾದ / ಮನಮೋಹಕವಾದ / ಸೆಳೆಯುವ,ākarṣakavāda / manamōhakavāda / seḷeyuva,,c1
"compelling (irrefutable, necessary)",adjective,ದೃಢವಾದ / ಖಚಿತವಾದ / ಅನಿವಾರ್ಯವಾದ,dr̥ḍhavāda / khacitavāda / anivāryavāda,,c1
compelling (necessary),adjective,ಅನಿವಾರ್ಯವಾದ / ಅಗತ್ಯವಾದ,anivāryavāda / agatyavāda,,c1
"compensation (general, for loss)",noun,ಪರಿಹಾರ / ನಷ್ಟ ಪರಿಹಾರ,parihāra / naṣṭa parihāra,,c1
"compensation (salary, remuneration)",noun,ಸಂಭಾವನೆ / ವೇತನ / ಕೂಲಿ,saṁbhāvane / vētana / kūli,,c1
competence,noun,ಸಾಮರ್ಥ್ಯ / ದಕ್ಷತೆ / ಕುಶಲತೆ,sāmarthya / dakṣate / kuśalate,,c1
competent (legally),adjective,ಅಧಿಕಾರವುಳ್ಳ / ಅರ್ಹವಾದ / ಸಮರ್ಥವಾದ,adhikāravuḷḷa / arhavāda / samarthavāda,,c1
complexity,noun,ಸಂಕೀರ್ಣತೆ / ಜಟಿಲತೆ,saṁkīrṇate / jaṭilate,,c1
compliance (adherence to rules),noun,ಪಾಲನೆ / ಅನುಸರಣೆ,pālane / anusaraṇe,,c1
compliance (patient adherence),noun,ಚಿಕಿತ್ಸಾ ಪಾಲನೆ / ಔಷಧ ಪಾಲನೆ,cikitsā pālane / auṣadha pālane,,c1
complication (medical),noun,ಅಡ್ಡತೊಂದರೆ / ತೊಂದರೆ,aḍḍatoṁdare / toṁdare,,c1
"composition (makeup, structure)",noun,ಸಂಯೋಜನೆ / ರಚನೆ / ಘಟಕಾಂಶ,saṁyōjane / racane / ghaṭakāṁśa,,c1
composition (written essay),noun,ಲೇಖನ / ಪ್ರಬಂಧ,lēkhana / prabaṁdha,,c1
"composition (written essay, artwork)",noun,ಕೃತಿ / ರಚನೆ / ಲೇಖನ,kr̥ti / racane / lēkhana,,c1
compromise (damage to security or integrity),noun,ಭಂಗ / ಅಪಾಯ / ಧಕ್ಕೆ,bhaṁga / apāya / dhakke,,c1
compromise (damage to security),noun,ಭದ್ರತಾ ಭಂಗ,bhadratā bhaṁga,,c1
conception (biological),noun,ಗರ್ಭಧಾರಣೆ,garbhadhāraṇe,,c1
"conception (idea, understanding)",noun,ಕಲ್ಪನೆ / ಅರ್ಥೈಸುವಿಕೆ,kalpane / arthaisuvike,,c1
concession (act of yielding),noun,ಬಿಟ್ಟುಕೊಡುವಿಕೆ / ತ್ಯಾಗ,biṭṭukoḍuvike / tyāga,,c1
concession (admission of truth),noun,ಅಂಗೀಕಾರ / ಒಪ್ಪಿಗೆ,aṁgīkāra / oppige,,c1
"concession (discount, grant)",noun,ರಿಯಾಯಿತಿ / ವಿನಾಯಿತಿ,riyāyiti / vināyiti,,c1
concession (special right),noun,ಸೌಲಭ್ಯ / ವಿಶೇಷ ಹಕ್ಕು,saulabhya / viśēṣa hakku,,c1
confession,noun,ಒಪ್ಪಿಗೆ / ತಪ್ಪೊಪ್ಪಿಗೆ / ಅಂಗೀಕಾರ,oppige / tappoppige / aṁgīkāra,,c1
configuration (system settings),noun,ವಿನ್ಯಾಸ / ಸಂರಚನೆ / ಹೊಂದಾಣಿಕೆ,vinyāsa / saṁracane / hoṁdāṇike,,c1
confirmation,noun,ದೃಢೀಕರಣ / ಖಚಿತಪಡಿಸುವಿಕೆ / ಸಮರ್ಥನೆ,dr̥ḍhīkaraṇa / khacitapaḍisuvike / samarthane,,c1
confrontation,noun,ಮುಖಾಮುಖಿ / ಘರ್ಷಣೆ / ಎದುರಾಡುವಿಕೆ,mukhāmukhi / gharṣaṇe / edurāḍuvike,,c1
congregation (general assembly),noun,ಸಮಾವೇಶ / ಸಭೆ / ಜನಸಮೂಹ,samāvēśa / sabhe / janasamūha,,c1
congregation (religious gathering),noun,ಭಕ್ತರ ಸಭೆ / ಭಕ್ತ ಸಮೂಹ / ಧಾರ್ಮಿಕ ಸಭೆ,bhaktara sabhe / bhakta samūha / dhārmika sabhe,,c1
"congressional (relating to a legislature, assembly)",adjective,ಶಾಸಕಾಂಗದ / ಸಂಸದೀಯ / ವಿಧಾನಸಭೆಯ,śāsakāṁgada / saṁsadīya / vidhānasabheya,,c1
congressional (relating to the political party),adjective,ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷದ / ಕಾಂಗ್ರೆಸ್ ಸಂಬಂಧಿತ,kāṁgres pakṣada / kāṁgres saṁbaṁdhita,,c1
conscience,noun,ಮನಸ್ಸಾಕ್ಷಿ / ಅಂತಃಕರಣ,manassākṣi / aṁtaḥkaraṇa,,c1
"consciousness (collective, philosophical)",noun,ಪ್ರಜ್ಞೆ / ಅರಿವು / ಚೇತನ,prajñe / arivu / cētana,,c1
consciousness (state of awareness),noun,ಪ್ರಜ್ಞೆ / ಅರಿವು,prajñe / arivu,,c1
consecutive,adjective,ಸತತ / ನಿರಂತರ / ಕ್ರಮಾನುಗತ,satata / niraṁtara / kramānugata,,c1
consensus,noun,ಒಮ್ಮತ / ಸರ್ವಾನುಮತ,ommata / sarvānumata,,c1
consent (formal assent),noun,ಅನುಮತಿ / ಸಮ್ಮತಿ,anumati / sammati,,c1
consent (permission),noun,ಒಪ್ಪಿಗೆ / ಅನುಮತಿ,oppige / anumati,,c1
consistency (physical state),noun,ಸಾಂದ್ರತೆ / ಗಾತ್ರ / ಘನತೆ,sāṁdrate / gātra / ghanate,,c1
"consistency (reliability, uniformity)",noun,ಸ್ಥಿರತೆ / ಏಕರೂಪತೆ / ಪರಸ್ಪರತೆ,sthirate / ēkarūpate / parasparate,,c1
constituency (electoral district),noun,ಚುನಾವಣಾ ಕ್ಷೇತ್ರ / ಮತಕ್ಷೇತ್ರ,cunāvaṇā kṣētra / matakṣētra,,c1
constituency (group of voters),noun,ಮತದಾರರ ಸಮೂಹ / ಮತದಾರ ವರ್ಗ,matadārara samūha / matadāra varga,,c1
constitution (governing law),noun,ಸಂವಿಧಾನ / ಮೂಲಭೂತ ಕಾನೂನು,saṁvidhāna / mūlabhūta kānūnu,,c1
constitution (physical makeup),noun,ದೇಹದ ರಚನೆ / ಶರೀರ ಪ್ರಕೃತಿ / ಕಾಯ ರಚನೆ,dēhada racane / śarīra prakr̥ti / kāya racane,,c1
"constitutional (legal, political)",adjective,ಸಾಂವಿಧಾನಿಕ / ಸಂವಿಧಾನಬದ್ಧ,sāṁvidhānika / saṁvidhānabaddha,,c1
"constitutional (of the body, health)",adjective,ಶಾರೀರಿಕ / ದೈಹಿಕ,śārīrika / daihika,,c1
constraint (lack of ease),noun,ಮುಜುಗರ / ಬಿಗಿತ / ಸಂಕೋಚ / ಅಸಹಜತೆ,mujugara / bigita / saṁkōca / asahajate,,c1
constraint (limitation or restriction),noun,ನಿರ್ಬಂಧ / ಮಿತಿ / ಕಟ್ಟುಪಾಡು / ಅಡೆತಡೆ,nirbaṁdha / miti / kaṭṭupāḍu / aḍetaḍe,,c1
consultation (formal deliberation),noun,ಸಮಾಲೋಚನೆ / ಮಾತುಕತೆ / ಚರ್ಚೆ,samālōcane / mātukate / carce,,c1
consultation (professional advice),noun,ಸಮಾಲೋಚನೆ / ಸಲಹೆ / ಪರಾಮರ್ಶೆ,samālōcane / salahe / parāmarśe,,c1
contempt (disdain),noun,ತಿರಸ್ಕಾರ / ಅವಮಾನ,tiraskāra / avamāna,,c1
contempt (legal offense),noun,ನಿಂದನೆ / ನ್ಯಾಯಾಂಗ ನಿಂದನೆ,niṁdane / nyāyāṁga niṁdane,,c1
contender,noun,ಸ್ಪರ್ಧಿ / ಪೈಪೋಟಿದಾರ,spardhi / paipōṭidāra,,c1
content,adjective,ಸಂತುಷ್ಟ / ತೃಪ್ತ,saṁtuṣṭa / tr̥pta,,c1
contention (a specific claim or assertion),noun,ಪ್ರತಿಪಾದನೆ / ವಾದ / ಹೇಳಿಕೆ,pratipādane / vāda / hēḷike,,c1
contention (dispute or conflict),noun,ವಿವಾದ / ಭಿನ್ನಾಭಿಪ್ರಾಯ,vivāda / bhinnābhiprāya,,c1
continually (repeatedly),adverb,ಪದೇ ಪದೇ / ಪುನಃ ಪುನಃ / ಮತ್ತೆ ಮತ್ತೆ,padē padē / punaḥ punaḥ / matte matte,,c1
continually (without interruption),adverb,ನಿರಂತರವಾಗಿ / ಅವಿರತವಾಗಿ / ಸತತವಾಗಿ,niraṁtaravāgi / aviratavāgi / satatavāgi,,c1
contractor,noun,ಗುತ್ತಿಗೆದಾರ,guttigedāra,,c1
"contradiction (act of denial, refutation)",noun,ಖಂಡನೆ / ನಿರಾಕರಣೆ / ವಿರೋಧ,khaṁḍane / nirākaraṇe / virōdha,,c1
contrary,noun,ವಿರುದ್ಧ / ವಿರೋಧ / ಪ್ರತಿಕೂಲ,viruddha / virōdha / pratikūla,,c1
contrary (stubbornly difficult),adjective,ಹಟಮಾರಿ / ಮೊಂಡು,haṭamāri / moṁḍu,,c1
"contributor (financial, effort donor)",noun,ಕೊಡುಗೆದಾರ / ದಾನಿ / ಪಾಲುದಾರ,koḍugedāra / dāni / pāludāra,,c1
contributor (writer for publication),noun,ಬರಹಗಾರ / ಅಂಕಣಕಾರ,barahagāra / aṁkaṇakāra,,c1
"conversion (general, technical change)",noun,ಪರಿವರ್ತನೆ / ಬದಲಾವಣೆ,parivartane / badalāvaṇe,,c1
conversion (religious),noun,ಮತಾಂತರ / ಧರ್ಮಾಂತರ,matāṁtara / dharmāṁtara,,c1
conviction (legal verdict),noun,ಅಪರಾಧ ನಿರ್ಣಯ / ದೋಷಿ ತೀರ್ಪು,aparādha nirṇaya / dōṣi tīrpu,,c1
conviction (strong belief),noun,ದೃಢ ನಂಬಿಕೆ / ನಿಶ್ಚಯ,dr̥ḍha naṁbike / niścaya,,c1
cooperative (institutional),adjective,ಸಹಕಾರಿ / ಸಹಕಾರ ಸಂಘದ,sahakāri / sahakāra saṁghada,,c1
cooperative (willing to help),adjective,ಸಹಕಾರಿಯಾದ / ಸಹಾಯಕವಾದ / ಬೆಂಬಲಿಸುವ,sahakāriyāda / sahāyakavāda / beṁbalisuva,,c1
coordination (organizational planning),noun,ಸಮನ್ವಯ / ಸಂಯೋಜನೆ / ಹೊಂದಾಣಿಕೆ,samanvaya / saṁyōjane / hoṁdāṇike,,c1
coordination (physical ability),noun,ಸಮನ್ವಯ / ಹೊಂದಾಣಿಕೆ / ಸಮತೋಲನ,samanvaya / hoṁdāṇike / samatōlana,,c1
"coordinator (grammatical, linguistic term)",noun,ಸಂಯೋಜಕ / ಸಮನ್ವಯಕಾರ,saṁyōjaka / samanvayakāra,,c1
copper,noun,ತಾಮ್ರ / ಕೆಂಪು ಲೋಹ,tāmra / keṁpu lōha,,c1
copyright,noun,ಕೃತಿಸ್ವಾಮ್ಯ / ಹಕ್ಕುಸ್ವಾಮ್ಯ,kr̥tisvāmya / hakkusvāmya,,c1
correction (financial market reversal),noun,ತಿದ್ದುಪಡಿ / ಸರಿಪಡಿಸುವಿಕೆ / ಮರುಹೊಂದಾಣಿಕೆ,tiddupaḍi / saripaḍisuvike / maruhoṁdāṇike,,c1
correlation,noun,ಸಹಸಂಬಂಧ / ಪರಸ್ಪರ ಸಂಬಂಧ / ಹೊಂದಾಣಿಕೆ,sahasaṁbaṁdha / paraspara saṁbaṁdha / hoṁdāṇike,,c1
correspondence (agreement or conformity),noun,ಅನುರೂಪತೆ / ಹೊಂದಾಣಿಕೆ / ಸರಿಹೊಂದಿಕೆ,anurūpate / hoṁdāṇike / sarihoṁdike,,c1
"correspondence (communication via letters, email)",noun,ಪತ್ರ ವ್ಯವಹಾರ / ಪತ್ರಾಚಾರ / ಸಂವಹನ,patra vyavahāra / patrācāra / saṁvahana,,c1
correspondent (letter writer),noun,ಪತ್ರಮಿತ್ರ / ಪತ್ರ ಬರೆಯುವವನು,patramitra / patra bareyuvavanu,,c1
"correspondent (news, reporting)",noun,ವರದಿಗಾರ / ಸುದ್ದಿಗಾರ / ಪ್ರತಿನಿಧಿ,varadigāra / suddigāra / pratinidhi,,c1
corresponding (relevant or pertaining to),adjective,ಸಂಬಂಧಿಸಿದ / ಅನುಗುಣವಾದ / ತತ್ಸಂಬಂಧಿ,saṁbaṁdhisida / anuguṇavāda / tatsaṁbaṁdhi,,c1
"corrupt (data, file)",adjective,ದೋಷಯುಕ್ತ / ಹಾಳಾದ / ಕೆಟ್ಟ,dōṣayukta / hāḷāda / keṭṭa,,c1
"corrupt (morally, ethically)",adjective,ಭ್ರಷ್ಟ / ದುಷ್ಟ / ಅಕ್ರಮ,bhraṣṭa / duṣṭa / akrama,,c1
corruption (moral or societal decay),noun,ನೈತಿಕ ಅಧಃಪತನ / ಭ್ರಷ್ಟತೆ / ಅಧಃಪತನ,naitika adhaḥpatana / bhraṣṭate / adhaḥpatana,,c1
costly (resulting in great loss),adjective,ನಷ್ಟಕರ / ಭಾರೀ ನಷ್ಟದಾಯಕ,naṣṭakara / bhārī naṣṭadāyaka,,c1
councillor,noun,ಸದಸ್ಯ / ಪರಿಷತ್ ಸದಸ್ಯ,sadasya / pariṣat sadasya,,c1
counselling,noun,ಸಮಾಲೋಚನೆ / ಸಲಹೆ / ಮಾರ್ಗದರ್ಶನ,samālōcane / salahe / mārgadarśana,,c1
"counsellor (diplomatic, legal)",noun,ಸಲಹೆಗಾರ / ಕಾನೂನು ಸಲಹೆಗಾರ / ವಕೀಲ,salahegāra / kānūnu salahegāra / vakīla,,c1
counsellor (guidance),noun,ಸಮಾಲೋಚಕ / ಮಾರ್ಗದರ್ಶಕ,samālōcaka / mārgadarśaka,,c1
counterpart,noun,ಸಮಾನ ಹುದ್ದೆದಾರ / ಸಮಕಕ್ಷಿ,samāna huddedāra / samakakṣi,,c1
countless,adjective,ಅಸಂಖ್ಯಾತ / ಲೆಕ್ಕವಿಲ್ಲದಷ್ಟು / ಅಪರಿಮಿತ,asaṁkhyāta / lekkavilladaṣṭu / aparimita,,c1
coup (political power seizure),noun,ರಾಜ್ಯಕ್ರಾಂತಿ / ಅಧಿಕಾರ ಕಬಳಿಕೆ,rājyakrāṁti / adhikāra kabaḷike,,c1
coup (successful achievement),noun,ಉತ್ತಮ ಸಾಧನೆ / ಮಹತ್ವದ ಸಾಧನೆ,uttama sādhane / mahatvada sādhane,,c1
coup (sudden takeover),noun,ಅಧಿಕಾರ ಕೈವಶ / ಅಧಿಕಾರ ವಶಪಡಿಸಿಕೊಳ್ಳುವಿಕೆ,adhikāra kaivaśa / adhikāra vaśapaḍisikoḷḷuvike,,c1
courtesy (favor or free grant),noun,ಸೌಜನ್ಯ / ಉಪಕಾರ,saujanya / upakāra,,c1
CPU,noun,ಸಿಪಿಯು / ಕೇಂದ್ರೀಯ ಸಂಸ್ಕಾರಕ ಘಟಕ,sipiyu / kēṁdrīya saṁskāraka ghaṭaka,,c1
Creator (Brahma),noun,ಬ್ರಹ್ಮ / ಸೃಷ್ಟಿಕರ್ತ,brahma / sr̥ṣṭikarta,,c1
creator (divine being),noun,ಸೃಷ್ಟಿಕರ್ತ / ಸೃಷ್ಟಿಕರ್ತೃ / ಬ್ರಹ್ಮ,sr̥ṣṭikarta / sr̥ṣṭikartr̥ / brahma,,c1
credibility,noun,ವಿಶ್ವಾಸಾರ್ಹತೆ / ನಂಬಿಕೆ,viśvāsārhate / naṁbike,,c1
credible,adjective,ವಿಶ್ವಾಸಾರ್ಹ / ನಂಬಲರ್ಹ / ನಂಬಲು ಯೋಗ್ಯ,viśvāsārha / naṁbalarha / naṁbalu yōgya,,c1
critique,noun,ವಿಮರ್ಶೆ / ವಿಶ್ಲೇಷಣೆ / ವಿಮರ್ಶಾ ಲೇಖನ,vimarśe / viślēṣaṇe / vimarśā lēkhana,,c1
crown (dental cap),noun,ಹಲ್ಲಿನ ಕಿರೀಟ,hallina kirīṭa,,c1
"crown (monarchy, sovereignty)",noun,ಕಿರೀಟ / ರಾಜತ್ವ / ರಾಜಪ್ರಭುತ್ವ,kirīṭa / rājatva / rājaprabhutva,,c1
crown (top part),noun,ಮೇಲ್ಭಾಗ / ತುದಿ / ಶಿರ,mēlbhāga / tudi / śira,,c1
crude (rudimentary),adjective,ಒರಟಾದ / ಪ್ರಾಥಮಿಕ,oraṭāda / prāthamika,,c1
crude (unrefined),adjective,ಕಚ್ಚಾ,kaccā,,c1
